time,q1_des,q1_real,q1_error,q2_des,q2_real,q2_error,q3_des,q3_real,q3_error,q4_des,q4_real,q4_error,q5_des,q5_real,q5_error,q6_des,q6_real,q6_error,q7_des,q7_real,q7_error,dq1_des,dq1_real,dq1_error,dq2_des,dq2_real,dq2_error,dq3_des,dq3_real,dq3_error,dq4_des,dq4_real,dq4_error,dq5_des,dq5_real,dq5_error,dq6_des,dq6_real,dq6_error,dq7_des,dq7_real,dq7_error,qdd1_cmd,qdd1_real,qdd1_error,qdd2_cmd,qdd2_real,qdd2_error,qdd3_cmd,qdd3_real,qdd3_error,qdd4_cmd,qdd4_real,qdd4_error,qdd5_cmd,qdd5_real,qdd5_error,qdd6_cmd,qdd6_real,qdd6_error,qdd7_cmd,qdd7_real,qdd7_error
0.144001,-0.032160,-0.004843,-0.027317,-0.131477,-0.657868,0.526391,-0.010921,-0.001266,-0.009655,-1.169798,-2.287895,1.118097,-0.005146,0.000734,-0.005880,0.958391,1.477387,-0.518996,0.655115,0.700204,-0.045089,-0.204016,-0.059761,-0.144255,-0.017965,1.016925,-1.034890,-0.208665,-0.011013,-0.197653,-0.071843,1.563242,-1.635084,-0.072603,-0.002680,-0.069923,0.052153,-2.355522,2.407676,-0.449454,-0.000152,-0.449301,0.479134,-3.191060,3.670194,-0.383067,47.711619,-48.094686,-0.138396,-0.233432,0.095036,-1.068011,81.503594,-82.571605,0.010791,-0.335987,0.346778,0.715879,-114.653376,115.369255,0.390068,-0.055578,0.445647
0.154089,-0.034195,-0.004843,-0.029353,-0.131677,-0.657868,0.526191,-0.013033,-0.001266,-0.011767,-1.170575,-2.287895,1.117320,-0.005878,0.000734,-0.006612,0.958952,1.477387,-0.518435,0.650599,0.700204,-0.049605,-0.199618,-0.059761,-0.139857,-0.021450,1.016925,-1.038375,-0.209993,-0.011013,-0.198981,-0.081890,1.563242,-1.645132,-0.072524,-0.002680,-0.069844,0.059033,-2.355522,2.414556,-0.445943,-0.000152,-0.445791,0.392807,0.000000,0.392807,-0.307900,0.000000,-0.307900,-0.124933,0.000000,-0.124933,-0.923997,0.000000,-0.923997,0.004871,0.000000,0.004871,0.648135,0.000000,0.648135,0.305917,0.000000,0.305917
0.163964,-0.036149,-0.004843,-0.031306,-0.131902,-0.657868,0.525966,-0.015112,-0.001266,-0.013846,-1.171426,-2.287895,1.116469,-0.006594,0.000734,-0.007328,0.959566,1.477387,-0.517821,0.646209,0.700204,-0.053995,-0.196157,-0.059761,-0.136395,-0.024128,1.016925,-1.041052,-0.211162,-0.011013,-0.200149,-0.090319,1.563242,-1.653561,-0.072505,-0.002680,-0.069825,0.065106,-2.355522,2.420629,-0.443329,-0.000152,-0.443177,0.308302,0.000000,0.308302,-0.234320,0.000000,-0.234320,-0.111754,0.000000,-0.111754,-0.783022,0.000000,-0.783022,-0.000924,0.000000,-0.000924,0.581820,0.000000,0.581820,0.223542,0.000000,0.223542
0.173980,-0.038100,-0.005598,-0.032502,-0.132155,-0.644283,0.512129,-0.017233,-0.001202,-0.016031,-1.172368,-2.267853,1.095485,-0.007320,0.000725,-0.008046,0.960246,1.446584,-0.486338,0.641778,0.700200,-0.058422,-0.193498,-0.060484,-0.133013,-0.026101,1.242983,-1.269084,-0.212215,0.006074,-0.218288,-0.097446,1.844639,-1.942084,-0.072544,0.002748,-0.075292,0.070597,-2.800544,2.871142,-0.441508,-0.004185,-0.437323,0.222587,-0.072175,0.294762,-0.159686,22.568388,-22.728074,-0.098386,1.705810,-1.804196,-0.640028,28.093045,-28.733073,-0.006802,0.541971,-0.548773,0.514555,-44.428467,44.943022,0.139986,-0.402599,0.542585
0.183981,-0.040025,-0.005598,-0.034428,-0.132422,-0.644283,0.511861,-0.019360,-0.001202,-0.018158,-1.173372,-2.267853,1.094481,-0.008046,0.000725,-0.008771,0.960976,1.446584,-0.485608,0.637369,0.700200,-0.062832,-0.191700,-0.060484,-0.131215,-0.027325,1.242983,-1.270308,-0.213132,0.006074,-0.219206,-0.103133,1.844639,-1.947771,-0.072641,0.002748,-0.075389,0.075407,-2.800544,2.875952,-0.440525,-0.004185,-0.436341,0.137008,0.000000,0.137008,-0.085171,0.000000,-0.085171,-0.085040,0.000000,-0.085040,-0.497263,0.000000,-0.497263,-0.012670,0.000000,-0.012670,0.447398,0.000000,0.447398,0.056564,0.000000,0.056564
0.193979,-0.041936,-0.005598,-0.036339,-0.132699,-0.644283,0.511585,-0.021495,-0.001202,-0.020293,-1.174426,-2.267853,1.093427,-0.008773,0.000725,-0.009498,0.961752,1.446584,-0.484833,0.632966,0.700200,-0.067234,-0.190756,-0.060484,-0.130271,-0.027806,1.242983,-1.270789,-0.213915,0.006074,-0.219989,-0.107394,1.844639,-1.952032,-0.072797,0.002748,-0.075545,0.079546,-2.800544,2.880090,-0.440375,-0.004185,-0.436190,0.056805,0.000000,0.056805,-0.016026,0.000000,-0.016026,-0.071614,0.000000,-0.071614,-0.364859,0.000000,-0.364859,-0.017901,0.000000,-0.017901,0.384886,0.000000,0.384886,-0.020367,0.000000,-0.020367
0.204070,-0.043858,-0.005598,-0.038261,-0.132980,-0.644283,0.511303,-0.023657,-0.001202,-0.022455,-1.175528,-2.267853,1.092324,-0.009508,0.000725,-0.010234,0.962574,1.446584,-0.484010,0.628521,0.700200,-0.071679,-0.190188,-0.060484,-0.129703,-0.028019,1.242983,-1.271002,-0.214563,0.006074,-0.220637,-0.111180,1.844639,-1.955818,-0.072956,0.002748,-0.075704,0.083460,-2.800544,2.884005,-0.440485,-0.004185,-0.436300,0.055817,0.000000,0.055817,-0.026158,0.000000,-0.026158,-0.056809,0.000000,-0.056809,-0.385447,0.000000,-0.385447,-0.013675,0.000000,-0.013675,0.390912,0.000000,0.390912,-0.001386,0.000000,-0.001386
0.214015,-0.045747,-0.005598,-0.040149,-0.133260,-0.644283,0.511023,-0.025793,-0.001202,-0.024591,-1.176653,-2.267853,1.091199,-0.010235,0.000725,-0.010960,0.963423,1.446584,-0.483161,0.624141,0.700200,-0.076059,-0.189637,-0.060484,-0.129153,-0.028329,1.242983,-1.271312,-0.215056,0.006074,-0.221129,-0.115114,1.844639,-1.959752,-0.073071,0.002748,-0.075820,0.087378,-2.800544,2.887922,-0.440405,-0.004185,-0.436220,0.054842,0.000000,0.054842,-0.036143,0.000000,-0.036143,-0.042219,0.000000,-0.042219,-0.405736,0.000000,-0.405736,-0.009510,0.000000,-0.009510,0.396850,0.000000,0.396850,0.017321,0.000000,0.017321
0.224013,-0.047640,-0.005598,-0.042043,-0.133545,-0.644283,0.510738,-0.027945,-0.001202,-0.026743,-1.177825,-2.267853,1.090028,-0.010966,0.000725,-0.011691,0.964317,1.446584,-0.482267,0.619739,0.700200,-0.080461,-0.189094,-0.060484,-0.128610,-0.028740,1.242983,-1.271723,-0.215404,0.006074,-0.221478,-0.119272,1.844639,-1.963911,-0.073145,0.002748,-0.075894,0.091375,-2.800544,2.891920,-0.440138,-0.004185,-0.435953,0.053863,0.000000,0.053863,-0.046180,0.000000,-0.046180,-0.027552,0.000000,-0.027552,-0.426133,0.000000,-0.426133,-0.005323,0.000000,-0.005323,0.402820,0.000000,0.402820,0.036126,0.000000,0.036126
0.234011,-0.049528,-0.005598,-0.043931,-0.133835,-0.644283,0.510448,-0.030100,-0.001202,-0.028898,-1.179039,-2.267853,1.088814,-0.011697,0.000725,-0.012423,0.965251,1.446584,-0.481333,0.615340,0.700200,-0.084860,-0.188560,-0.060484,-0.128076,-0.029252,1.242983,-1.272235,-0.215607,0.006074,-0.221680,-0.123635,1.844639,-1.968273,-0.073178,0.002748,-0.075926,0.095432,-2.800544,2.895977,-0.439683,-0.004185,-0.435498,0.052883,0.000000,0.052883,-0.056219,0.000000,-0.056219,-0.012884,0.000000,-0.012884,-0.446531,0.000000,-0.446531,-0.001136,0.000000,-0.001136,0.408790,0.000000,0.408790,0.054932,0.000000,0.054932
0.243919,-0.051394,-0.005598,-0.045796,-0.134128,-0.644283,0.510155,-0.032237,-0.001202,-0.031035,-1.180286,-2.267853,1.087567,-0.012422,0.000725,-0.013148,0.966216,1.446584,-0.480368,0.610987,0.700200,-0.089213,-0.188041,-0.060484,-0.127557,-0.029858,1.242983,-1.272841,-0.215662,0.006074,-0.221736,-0.128159,1.844639,-1.972798,-0.073168,0.002748,-0.075917,0.099512,-2.800544,2.900056,-0.439046,-0.004185,-0.434861,0.051913,0.000000,0.051913,-0.066166,0.000000,-0.066166,0.001652,0.000000,0.001652,-0.466745,0.000000,-0.466745,0.003013,0.000000,0.003013,0.414706,0.000000,0.414706,0.073568,0.000000,0.073568
0.254084,-0.053303,-0.005598,-0.047705,-0.134435,-0.644283,0.509848,-0.034429,-0.001202,-0.033227,-1.181613,-2.267853,1.086239,-0.013166,0.000725,-0.013891,0.967249,1.446584,-0.479335,0.606528,0.700200,-0.093672,-0.187519,-0.060484,-0.127034,-0.030583,1.242983,-1.273566,-0.215570,0.006074,-0.221643,-0.133009,1.844639,-1.977648,-0.073116,0.002748,-0.075865,0.103758,-2.800544,2.904303,-0.438201,-0.004185,-0.434016,0.050917,0.000000,0.050917,-0.076372,0.000000,-0.076372,0.016564,0.000000,0.016564,-0.487482,0.000000,-0.487482,0.007270,0.000000,0.007270,0.420775,0.000000,0.420775,0.092688,0.000000,0.092688
0.263961,-0.055152,-0.005598,-0.049555,-0.134741,-0.644283,0.509542,-0.036557,-0.001202,-0.035355,-1.182951,-2.267853,1.084901,-0.013887,0.000725,-0.014613,0.968295,1.446584,-0.478289,0.602205,0.700200,-0.097995,-0.187020,-0.060484,-0.126536,-0.031386,1.242983,-1.274369,-0.215334,0.006074,-0.221408,-0.137923,1.844639,-1.982562,-0.073024,0.002748,-0.075772,0.107943,-2.800544,2.908488,-0.437194,-0.004185,-0.433009,0.049949,0.000000,0.049949,-0.086288,0.000000,-0.086288,0.031055,0.000000,0.031055,-0.507633,0.000000,-0.507633,0.011406,0.000000,0.011406,0.426673,0.000000,0.426673,0.111267,0.000000,0.111267
0.273904,-0.057009,-0.005598,-0.051412,-0.135058,-0.644283,0.509226,-0.038696,-0.001202,-0.037494,-1.184348,-2.267853,1.083505,-0.014613,0.000725,-0.015338,0.969389,1.446584,-0.477195,0.597864,0.700200,-0.102336,-0.186529,-0.060484,-0.126044,-0.032294,1.242983,-1.275277,-0.214953,0.006074,-0.221027,-0.143072,1.844639,-1.987710,-0.072890,0.002748,-0.075638,0.112215,-2.800544,2.912760,-0.435995,-0.004185,-0.431810,0.048975,0.000000,0.048975,-0.096271,0.000000,-0.096271,0.045641,0.000000,0.045641,-0.527918,0.000000,-0.527918,0.015570,0.000000,0.015570,0.432610,0.000000,0.432610,0.129969,0.000000,0.129969
0.283972,-0.058885,-0.005598,-0.053287,-0.135388,-0.644283,0.508896,-0.040858,-0.001202,-0.039656,-1.185816,-2.267853,1.082037,-0.015346,0.000725,-0.016071,0.970541,1.446584,-0.476043,0.593481,0.700200,-0.106719,-0.186040,-0.060484,-0.125556,-0.033314,1.242983,-1.276297,-0.214419,0.006074,-0.220493,-0.148490,1.844639,-1.993129,-0.072712,0.002748,-0.075460,0.116601,-2.800544,2.917146,-0.434591,-0.004185,-0.430406,0.047989,0.000000,0.047989,-0.106379,0.000000,-0.106379,0.060412,0.000000,0.060412,-0.548458,0.000000,-0.548458,0.019786,0.000000,0.019786,0.438622,0.000000,0.438622,0.148906,0.000000,0.148906
0.293994,-0.060747,-0.005598,-0.055149,-0.135727,-0.644283,0.508556,-0.043003,-0.001202,-0.041801,-1.187332,-2.267853,1.080521,-0.016073,0.000725,-0.016799,0.971732,1.446584,-0.474852,0.589133,0.700200,-0.111067,-0.185602,-0.060484,-0.125117,-0.034433,1.242983,-1.277416,-0.213751,0.006074,-0.219825,-0.154058,1.844639,-1.998697,-0.072508,0.002748,-0.075257,0.121062,-2.800544,2.921606,-0.433077,-0.004185,-0.428892,0.037905,0.000000,0.037905,-0.117104,0.000000,-0.117104,0.072431,0.000000,0.072431,-0.561372,0.000000,-0.561372,0.020116,0.000000,0.020116,0.453059,0.000000,0.453059,0.149976,0.000000,0.149976
0.303887,-0.062582,-0.005598,-0.056984,-0.136074,-0.644283,0.508210,-0.045114,-0.001202,-0.043912,-1.188883,-2.267853,1.078969,-0.016790,0.000725,-0.017515,0.972952,1.446584,-0.473632,0.584856,0.700200,-0.115344,-0.185286,-0.060484,-0.124802,-0.035645,1.242983,-1.278628,-0.212979,0.006074,-0.219053,-0.159667,1.844639,-2.004306,-0.072312,0.002748,-0.075060,0.125624,-2.800544,2.926168,-0.431607,-0.004185,-0.427422,0.025942,0.000000,0.025942,-0.127838,0.000000,-0.127838,0.083703,0.000000,0.083703,-0.572458,0.000000,-0.572458,0.019588,0.000000,0.019588,0.469175,0.000000,0.469175,0.147107,0.000000,0.147107
0.313965,-0.064448,-0.005598,-0.058850,-0.136440,-0.644283,0.507844,-0.047256,-0.001202,-0.046054,-1.190522,-2.267853,1.077331,-0.017518,0.000725,-0.018243,0.974242,1.446584,-0.472342,0.580514,0.700200,-0.119686,-0.185086,-0.060484,-0.124601,-0.036988,1.242983,-1.279971,-0.212077,0.006074,-0.218151,-0.165493,1.844639,-2.010131,-0.072117,0.002748,-0.074866,0.130434,-2.800544,2.930979,-0.430140,-0.004185,-0.425955,0.013756,0.000000,0.013756,-0.138771,0.000000,-0.138771,0.095186,0.000000,0.095186,-0.583749,0.000000,-0.583749,0.019050,0.000000,0.019050,0.485592,0.000000,0.485592,0.144185,0.000000,0.144185
0.323966,-0.066298,-0.005598,-0.060701,-0.136817,-0.644283,0.507467,-0.049372,-0.001202,-0.048170,-1.192206,-2.267853,1.075647,-0.018238,0.000725,-0.018963,0.975571,1.446584,-0.471013,0.576219,0.700200,-0.123981,-0.185009,-0.060484,-0.124524,-0.038430,1.242983,-1.281413,-0.211069,0.006074,-0.217142,-0.171387,1.844639,-2.016025,-0.071929,0.002748,-0.074678,0.135372,-2.800544,2.935917,-0.428712,-0.004185,-0.424527,0.001663,0.000000,0.001663,-0.149621,0.000000,-0.149621,0.106580,0.000000,0.106580,-0.594955,0.000000,-0.594955,0.018517,0.000000,0.018517,0.501884,0.000000,0.501884,0.141286,0.000000,0.141286
0.333801,-0.068118,-0.005598,-0.062520,-0.137202,-0.644283,0.507081,-0.051443,-0.001202,-0.050241,-1.193921,-2.267853,1.073932,-0.018944,0.000725,-0.019670,0.976927,1.446584,-0.469657,0.572010,0.700200,-0.128191,-0.185051,-0.060484,-0.124567,-0.039954,1.242983,-1.282937,-0.209965,0.006074,-0.216039,-0.177292,1.844639,-2.021931,-0.071750,0.002748,-0.074498,0.140387,-2.800544,2.940931,-0.427337,-0.004185,-0.423152,-0.010229,0.000000,-0.010229,-0.160292,0.000000,-0.160292,0.117787,0.000000,0.117787,-0.605976,0.000000,-0.605976,0.017992,0.000000,0.017992,0.517906,0.000000,0.517906,0.138434,0.000000,0.138434
0.344025,-0.070011,-0.005598,-0.064413,-0.137619,-0.644283,0.506664,-0.053583,-0.001202,-0.052381,-1.195765,-2.267853,1.072087,-0.019677,0.000725,-0.020403,0.978390,1.446584,-0.468194,0.567648,0.700200,-0.132553,-0.185219,-0.060484,-0.124734,-0.041650,1.242983,-1.284633,-0.208701,0.006074,-0.214775,-0.183547,1.844639,-2.028186,-0.071569,0.002748,-0.074317,0.145768,-2.800544,2.946312,-0.425936,-0.004185,-0.421751,-0.022593,0.000000,-0.022593,-0.171385,0.000000,-0.171385,0.129437,0.000000,0.129437,-0.617432,0.000000,-0.617432,0.017446,0.000000,0.017446,0.534562,0.000000,0.534562,0.135469,0.000000,0.135469
0.353960,-0.071852,-0.005598,-0.066255,-0.138042,-0.644283,0.506242,-0.055650,-0.001202,-0.054448,-1.197619,-2.267853,1.070233,-0.020387,0.000725,-0.021113,0.979865,1.446584,-0.466719,0.563422,0.700200,-0.136778,-0.185503,-0.060484,-0.125018,-0.043406,1.242983,-1.286389,-0.207359,0.006074,-0.213433,-0.189737,1.844639,-2.034375,-0.071398,0.002748,-0.074146,0.151159,-2.800544,2.951703,-0.424605,-0.004185,-0.420420,-0.034607,0.000000,-0.034607,-0.182164,0.000000,-0.182164,0.140757,0.000000,0.140757,-0.628565,0.000000,-0.628565,0.016916,0.000000,0.016916,0.550747,0.000000,0.550747,0.132588,0.000000,0.132588
0.363927,-0.073703,-0.005598,-0.068105,-0.138483,-0.644283,0.505800,-0.057709,-0.001202,-0.056508,-1.199542,-2.267853,1.068311,-0.021098,0.000725,-0.021824,0.981399,1.446584,-0.465185,0.559197,0.700200,-0.141003,-0.185908,-0.060484,-0.125423,-0.045276,1.242983,-1.288259,-0.205900,0.006074,-0.211973,-0.196057,1.844639,-2.040696,-0.071232,0.002748,-0.073980,0.156729,-2.800544,2.957274,-0.423298,-0.004185,-0.419113,-0.046659,0.000000,-0.046659,-0.192978,0.000000,-0.192978,0.152113,0.000000,0.152113,-0.639733,0.000000,-0.639733,0.016384,0.000000,0.016384,0.566984,0.000000,0.566984,0.129699,0.000000,0.129699
