time,q1_des,q1,q1_err,q2_des,q2,q2_err,q3_des,q3,q3_err,q4_des,q4,q4_err,q5_des,q5,q5_err,q6_des,q6,q6_err,q7_des,q7,q7_err,dq1_des,dq1,dq1_err,dq2_des,dq2,dq2_err,dq3_des,dq3,dq3_err,dq4_des,dq4,dq4_err,dq5_des,dq5,dq5_err,dq6_des,dq6,dq6_err,dq7_des,dq7,dq7_err,qddsafe1,qddsafe2,qddsafe3,qddsafe4,qddsafe5,qddsafe6,qddsafe7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.048333,-0.009273,-0.000467,-0.008806,-0.130825,-0.700070,0.569245,0.006418,0.000128,0.006290,-1.166472,-2.350480,1.184008,0.001320,0.000517,0.000803,0.956059,1.570927,-0.614868,0.698312,0.700164,-0.001851,-0.419449,-0.011846,-0.407603,0.262140,-0.003493,0.265633,-0.015811,0.004356,-0.020167,0.496183,0.006823,0.489360,-0.043636,-0.000194,-0.043442,-0.240441,0.000296,-0.240736,-0.447429,-0.001950,-0.445479,-5.763108,-2.585000,-3.500000,-4.000000,-8.373743,5.500000,-17.000000,-6.094773,0.199680,-7.375934,0.192042,-0.902154,-0.599454,-0.031926
0.053444,-0.009273,-0.000467,-0.008806,-0.130825,-0.700070,0.569245,0.006418,0.000128,0.006290,-1.166472,-2.350480,1.184008,0.001320,0.000517,0.000803,0.956059,1.570927,-0.614868,0.698312,0.700164,-0.001851,-0.419449,-0.011846,-0.407603,0.262140,-0.003493,0.265633,-0.015811,0.004356,-0.020167,0.496183,0.006823,0.489360,-0.043636,-0.000194,-0.043442,-0.240441,0.000296,-0.240736,-0.447429,-0.001950,-0.445479,-5.763108,-2.585000,-3.500000,-4.000000,-8.373743,5.500000,-17.000000,-6.107377,0.358314,-7.374511,0.356123,-0.902553,-0.652130,-0.033808
0.058868,-0.013159,-0.000467,-0.012692,-0.129868,-0.700070,0.570202,0.005432,0.000128,0.005304,-1.164738,-2.350480,1.185742,0.000705,0.000517,0.000187,0.955215,1.570927,-0.615712,0.693242,0.700164,-0.006922,-0.328725,-0.011846,-0.316879,0.020528,-0.003493,0.024020,-0.134885,0.004356,-0.139240,0.028316,0.006823,0.021494,-0.065106,-0.000194,-0.064912,-0.013802,0.000296,-0.014097,-0.486631,-0.001950,-0.484681,6.000000,-2.585000,-3.500000,-4.000000,0.213966,5.500000,8.659336,1.466159,0.229997,0.034901,0.380850,0.126121,-0.713950,-0.010881
0.063483,-0.013159,-0.000467,-0.012692,-0.129868,-0.700070,0.570202,0.005432,0.000128,0.005304,-1.164738,-2.350480,1.185742,0.000705,0.000517,0.000187,0.955215,1.570927,-0.615712,0.693242,0.700164,-0.006922,-0.328725,-0.011846,-0.316879,0.020528,-0.003493,0.024020,-0.134885,0.004356,-0.139240,0.028316,0.006823,0.021494,-0.065106,-0.000194,-0.064912,-0.013802,0.000296,-0.014097,-0.486631,-0.001950,-0.484681,6.000000,-2.585000,-3.500000,-4.000000,0.213966,5.500000,8.659336,1.455463,0.371113,0.033260,0.521908,0.125419,-0.760914,-0.012957
0.068428,-0.015950,-0.000467,-0.015483,-0.130005,-0.700070,0.570065,0.003888,0.000128,0.003760,-1.165118,-2.350480,1.185362,0.000051,0.000517,-0.000467,0.955405,1.570927,-0.615522,0.688656,0.700164,-0.011507,-0.233410,-0.011846,-0.221564,-0.038500,-0.003493,-0.035007,-0.166930,0.004356,-0.171286,-0.086107,0.006823,-0.092930,-0.064309,-0.000194,-0.064115,0.043076,0.000296,0.042781,-0.426724,-0.001950,-0.424774,5.877069,-2.585000,-2.367281,-4.000000,-0.056852,3.186995,3.151248,2.064605,0.604979,1.110189,0.327791,0.159690,-0.915933,-0.024208
0.074316,-0.015950,-0.001914,-0.014036,-0.130005,-0.699836,0.569831,0.003888,-0.000621,0.004509,-1.165118,-2.349908,1.184789,0.000051,0.000713,-0.000662,0.955405,1.570795,-0.615390,0.688656,0.700171,-0.011515,-0.233410,-0.074475,-0.158936,-0.038500,-0.001872,-0.036628,-0.166930,-0.062501,-0.104429,-0.086107,0.023977,-0.110084,-0.064309,0.024673,-0.088982,0.043076,-0.007768,0.050844,-0.426724,-0.000920,-0.425804,5.877069,-2.585000,-2.367281,-4.000000,-0.056852,3.186995,3.151248,2.081039,0.781987,1.134011,0.494034,0.153902,-0.973359,-0.026818
0.078650,-0.018096,-0.001914,-0.016182,-0.130457,-0.699836,0.569379,0.002135,-0.000621,0.002756,-1.166119,-2.349908,1.183789,-0.000597,0.000713,-0.001310,0.955914,1.570795,-0.614882,0.684476,0.700171,-0.015695,-0.209262,-0.074475,-0.134787,-0.043479,-0.001872,-0.041607,-0.182764,-0.062501,-0.120263,-0.098458,0.023977,-0.122435,-0.066197,0.024673,-0.090869,0.051178,-0.007768,0.058946,-0.422241,-0.000920,-0.421321,-0.893640,2.027940,-0.840008,3.530627,-0.316301,-1.464227,-2.142382,-1.243583,3.139793,-1.531429,4.165898,-0.086743,-0.497957,-0.044462
0.083825,-0.018096,-0.001914,-0.016182,-0.130457,-0.699836,0.569379,0.002135,-0.000621,0.002756,-1.166119,-2.349908,1.183789,-0.000597,0.000713,-0.001310,0.955914,1.570795,-0.614882,0.684476,0.700171,-0.015695,-0.209262,-0.074475,-0.134787,-0.043479,-0.001872,-0.041607,-0.182764,-0.062501,-0.120263,-0.098458,0.023977,-0.122435,-0.066197,0.024673,-0.090869,0.051178,-0.007768,0.058946,-0.422241,-0.000920,-0.421321,-0.893640,2.027937,-0.840008,3.530616,-0.316301,-1.464227,-2.142382,-1.251884,3.292698,-1.533542,4.316801,-0.088078,-0.548783,-0.046835
0.088938,-0.020230,-0.001914,-0.018317,-0.130800,-0.699836,0.569036,0.000265,-0.000621,0.000887,-1.166945,-2.349908,1.182962,-0.001274,0.000713,-0.001987,0.956361,1.570795,-0.614434,0.680151,0.700171,-0.020020,-0.216523,-0.074475,-0.142048,-0.025975,-0.001872,-0.024103,-0.190433,-0.062501,-0.127933,-0.068451,0.023977,-0.092428,-0.068993,0.024673,-0.093665,0.039049,-0.007768,0.046817,-0.440739,-0.000920,-0.439819,-0.556768,1.468559,-0.692071,2.463412,-0.242184,-0.958522,-1.552519,-0.962098,3.300489,-1.167522,3.890720,-0.074240,-0.685830,-0.051591
0.093649,-0.020230,-0.001914,-0.018317,-0.130800,-0.699836,0.569036,0.000265,-0.000621,0.000887,-1.166945,-2.349908,1.182962,-0.001274,0.000713,-0.001987,0.956361,1.570795,-0.614434,0.680151,0.700171,-0.020020,-0.216523,-0.074475,-0.142048,-0.025975,-0.001872,-0.024103,-0.190433,-0.062501,-0.127933,-0.068451,0.023977,-0.092428,-0.068993,0.024673,-0.093665,0.039049,-0.007768,0.046817,-0.440739,-0.000920,-0.439819,-0.556768,1.468559,-0.692071,2.463412,-0.242184,-0.958522,-1.552519,-0.970503,3.441527,-1.170169,4.030210,-0.075601,-0.732671,-0.054007
0.098811,-0.022444,-0.001914,-0.020530,-0.130997,-0.699836,0.568839,-0.001695,-0.000621,-0.001073,-1.167530,-2.349908,1.182377,-0.001983,0.000713,-0.002696,0.956716,1.570795,-0.614080,0.675622,0.700171,-0.024549,-0.220434,-0.074475,-0.145960,-0.013974,-0.001872,-0.012102,-0.196681,-0.062501,-0.134180,-0.048980,0.023977,-0.072957,-0.071065,0.024673,-0.095737,0.031935,-0.007768,0.039703,-0.453433,-0.000920,-0.452513,-0.216280,0.903179,-0.542547,1.384755,-0.167271,-0.447390,-0.956325,-0.678753,3.447340,-0.802177,3.595960,-0.061940,-0.870458,-0.059204
0.103936,-0.022444,-0.001914,-0.020530,-0.130997,-0.699836,0.568839,-0.001695,-0.000621,-0.001073,-1.167530,-2.349908,1.182377,-0.001983,0.000713,-0.002696,0.956716,1.570795,-0.614080,0.675622,0.700171,-0.024549,-0.220434,-0.074475,-0.145960,-0.013974,-0.001872,-0.012102,-0.196681,-0.062501,-0.134180,-0.048980,0.023977,-0.072957,-0.071065,0.024673,-0.095737,0.031935,-0.007768,0.039703,-0.453433,-0.000920,-0.452513,-0.216280,0.903179,-0.542547,1.384755,-0.167271,-0.447390,-0.956325,-0.688461,3.597759,-0.805736,3.744911,-0.063528,-0.920376,-0.062009
0.108507,-0.024591,-0.003107,-0.021485,-0.131099,-0.698950,0.567851,-0.003629,-0.001411,-0.002219,-1.167957,-2.348511,1.180554,-0.002681,0.000864,-0.003545,0.957013,1.569416,-0.612403,0.671179,0.700171,-0.028992,-0.220947,-0.024120,-0.196827,-0.007835,0.061668,-0.069503,-0.201256,-0.044756,-0.156500,-0.040555,0.089847,-0.130402,-0.072341,-0.001641,-0.070700,0.029973,-0.083521,0.113494,-0.459945,-0.001078,-0.458868,0.110713,0.360205,-0.398949,0.348846,-0.095328,0.043485,-0.383759,-0.426901,3.557274,-0.458167,3.277935,-0.044311,-1.035102,-0.067021
0.114402,-0.024591,-0.003107,-0.021485,-0.131099,-0.698950,0.567851,-0.003629,-0.001411,-0.002219,-1.167957,-2.348511,1.180554,-0.002681,0.000864,-0.003545,0.957013,1.569416,-0.612403,0.671179,0.700171,-0.028992,-0.220947,-0.024120,-0.196827,-0.007835,0.061668,-0.069503,-0.201256,-0.044756,-0.156500,-0.040555,0.089847,-0.130402,-0.072341,-0.001641,-0.070700,0.029973,-0.083521,0.113494,-0.459945,-0.001078,-0.458868,0.110713,0.360205,-0.398949,0.348846,-0.095328,0.043485,-0.383759,-0.439558,3.725366,-0.463178,3.444370,-0.045915,-1.090734,-0.070415
0.118925,-0.026796,-0.003107,-0.023689,-0.131169,-0.698950,0.567781,-0.005665,-0.001411,-0.004254,-1.168364,-2.348511,1.180147,-0.003410,0.000864,-0.004274,0.957324,1.569416,-0.612092,0.666557,0.700171,-0.033614,-0.218145,-0.024120,-0.194025,-0.007032,0.061668,-0.068700,-0.204513,-0.044756,-0.159757,-0.042417,0.089847,-0.132263,-0.072924,-0.001641,-0.071284,0.032948,-0.083521,0.116469,-0.460832,-0.001078,-0.459754,0.448114,-0.200049,-0.250781,-0.720030,-0.021094,0.549982,0.207029,-0.151120,3.715867,-0.101453,2.994358,-0.032393,-1.221993,-0.075770
0.124046,-0.026796,-0.003107,-0.023689,-0.131169,-0.698950,0.567781,-0.005665,-0.001411,-0.004254,-1.168364,-2.348511,1.180147,-0.003410,0.000864,-0.004274,0.957324,1.569416,-0.612092,0.666557,0.700171,-0.033614,-0.218145,-0.024120,-0.194025,-0.007032,0.061668,-0.068700,-0.204513,-0.044756,-0.159757,-0.042417,0.089847,-0.132263,-0.072924,-0.001641,-0.071284,0.032948,-0.083521,0.116469,-0.460832,-0.001078,-0.459754,0.448114,-0.200049,-0.250781,-0.720030,-0.021094,0.549982,0.207029,-0.163115,3.867138,-0.106664,3.144074,-0.033962,-1.272027,-0.079016
0.129591,-0.028954,-0.003107,-0.025848,-0.131258,-0.698950,0.567692,-0.007725,-0.001411,-0.006314,-1.168842,-2.348511,1.179669,-0.004141,0.000864,-0.005005,0.957690,1.569416,-0.611727,0.661959,0.700171,-0.038212,-0.212331,-0.024120,-0.188211,-0.011293,0.061668,-0.072962,-0.206401,-0.044756,-0.161645,-0.053938,0.089847,-0.143784,-0.072833,-0.001641,-0.071193,0.040500,-0.083521,0.124021,-0.456381,-0.001078,-0.455303,0.609739,-0.496547,-0.158641,-1.285449,0.019848,0.818120,0.517635,-0.025412,3.947475,0.077013,2.987093,-0.029440,-1.369432,-0.085768
0.134092,-0.028954,-0.003107,-0.025848,-0.131258,-0.698950,0.567692,-0.007725,-0.001411,-0.006314,-1.168842,-2.348511,1.179669,-0.004141,0.000864,-0.005005,0.957690,1.569416,-0.611727,0.661959,0.700171,-0.038212,-0.212331,-0.024120,-0.188211,-0.011293,0.061668,-0.072962,-0.206401,-0.044756,-0.161645,-0.053938,0.089847,-0.143784,-0.072833,-0.001641,-0.071193,0.040500,-0.083521,0.124021,-0.456381,-0.001078,-0.455303,0.609739,-0.496547,-0.158641,-1.285449,0.019848,0.818120,0.517635,-0.036517,4.081634,0.071788,3.119714,-0.030938,-1.413782,-0.088799
0.138550,-0.031051,-0.003107,-0.027944,-0.131394,-0.698950,0.567555,-0.009799,-0.001411,-0.008388,-1.169444,-2.348511,1.179067,-0.004869,0.000864,-0.005733,0.958135,1.569416,-0.611281,0.657414,0.700171,-0.042757,-0.206655,-0.024120,-0.182535,-0.015892,0.061668,-0.077560,-0.207922,-0.044756,-0.163166,-0.066092,0.089847,-0.155939,-0.072664,-0.001641,-0.071023,0.048355,-0.083521,0.131876,-0.451617,-0.001078,-0.450539,0.524090,-0.422013,-0.145311,-1.142643,0.013961,0.750953,0.434104,-0.107511,4.231014,0.007506,3.321882,-0.038465,-1.444536,-0.096550
0.143564,-0.031051,-0.004253,-0.026798,-0.131394,-0.695937,0.564543,-0.009799,-0.003181,-0.006618,-1.169444,-2.343187,1.173743,-0.004869,0.000857,-0.005726,0.958135,1.563094,-0.604959,0.657414,0.700175,-0.042761,-0.206655,-0.035561,-0.171094,-0.015892,0.129777,-0.145669,-0.207922,-0.022422,-0.185500,-0.066092,0.219715,-0.285807,-0.072664,-0.001564,-0.071100,0.048355,-0.290112,0.338467,-0.451617,-0.001903,-0.449714,0.524090,-0.422013,-0.145311,-1.142643,0.013961,0.750953,0.434104,-0.102457,4.334687,0.001744,3.381077,-0.039983,-1.446020,-0.100028
0.148942,-0.033079,-0.004253,-0.028826,-0.131572,-0.695937,0.564365,-0.011872,-0.003181,-0.008691,-1.170155,-2.343187,1.173032,-0.005590,0.000857,-0.006448,0.958651,1.563094,-0.604443,0.652947,0.700175,-0.047228,-0.201870,-0.035561,-0.166309,-0.019717,0.129777,-0.149494,-0.209300,-0.022422,-0.186878,-0.076740,0.219715,-0.296455,-0.072554,-0.001564,-0.070991,0.055484,-0.290112,0.345596,-0.447716,-0.001903,-0.445813,0.439103,-0.348055,-0.132084,-1.000941,0.008119,0.684304,0.351218,-0.176070,4.507047,-0.065321,3.603695,-0.048163,-1.483282,-0.108848
0.153705,-0.033079,-0.004253,-0.028826,-0.131572,-0.695937,0.564365,-0.011872,-0.003181,-0.008691,-1.170155,-2.343187,1.173032,-0.005590,0.000857,-0.006448,0.958651,1.563094,-0.604443,0.652947,0.700175,-0.047228,-0.201870,-0.035561,-0.166309,-0.019717,0.129777,-0.149494,-0.209300,-0.022422,-0.186878,-0.076740,0.219715,-0.296455,-0.072554,-0.001564,-0.070991,0.055484,-0.290112,0.345596,-0.447716,-0.001903,-0.445813,0.439103,-0.348055,-0.132084,-1.000941,0.008119,0.684304,0.351218,-0.188201,4.647566,-0.072128,3.740829,-0.049970,-1.528616,-0.112373
0.158349,-0.035104,-0.004253,-0.030851,-0.131788,-0.695937,0.564149,-0.013999,-0.003181,-0.010818,-1.170981,-2.343187,1.172206,-0.006325,0.000857,-0.007182,0.959247,1.563094,-0.603847,0.648427,0.700175,-0.051748,-0.197860,-0.035561,-0.162299,-0.022861,0.129777,-0.152639,-0.210570,-0.022422,-0.188148,-0.086150,0.219715,-0.305865,-0.072502,-0.001564,-0.070939,0.062074,-0.290112,0.352186,-0.444585,-0.001903,-0.442682,0.352417,-0.272620,-0.118593,-0.856407,0.002161,0.616323,0.266675,-0.263033,4.800806,-0.141418,3.945917,-0.058381,-1.559248,-0.121348
0.163840,-0.035104,-0.004253,-0.030851,-0.131788,-0.695937,0.564149,-0.013999,-0.003181,-0.010818,-1.170981,-2.343187,1.172206,-0.006325,0.000857,-0.007182,0.959247,1.563094,-0.603847,0.648427,0.700175,-0.051748,-0.197860,-0.035561,-0.162299,-0.022861,0.129777,-0.152639,-0.210570,-0.022422,-0.188148,-0.086150,0.219715,-0.305865,-0.072502,-0.001564,-0.070939,0.062074,-0.290112,0.352186,-0.444585,-0.001903,-0.442682,0.352417,-0.272620,-0.118593,-0.856407,0.002161,0.616323,0.266675,-0.277539,4.962224,-0.149979,4.103279,-0.060588,-1.611293,-0.125585
0.168578,-0.037048,-0.004253,-0.032795,-0.132027,-0.695937,0.563910,-0.016090,-0.003181,-0.012909,-1.171874,-2.343187,1.171313,-0.007043,0.000857,-0.007900,0.959891,1.563094,-0.603203,0.644036,0.700175,-0.056139,-0.194789,-0.035561,-0.159228,-0.025196,0.129777,-0.154974,-0.211680,-0.022422,-0.189257,-0.093933,0.219715,-0.313648,-0.072510,-0.001564,-0.070946,0.067849,-0.290112,0.357961,-0.442353,-0.001903,-0.440450,0.267691,-0.198889,-0.105407,-0.715141,-0.003663,0.549880,0.184044,-0.352708,5.114850,-0.219774,4.306633,-0.069202,-1.642056,-0.134984
0.174449,-0.038989,-0.005160,-0.033829,-0.132288,-0.689418,0.557129,-0.018218,-0.003728,-0.014490,-1.172850,-2.333159,1.160309,-0.007770,0.000858,-0.008628,0.960598,1.546597,-0.585999,0.639608,0.700173,-0.060565,-0.192535,-0.014442,-0.178093,-0.026816,0.240968,-0.267785,-0.212670,-0.032692,-0.179978,-0.100387,0.356621,-0.457008,-0.072576,-0.000151,-0.072425,0.073025,-0.649274,0.722300,-0.440927,-0.000015,-0.440912,0.267691,-0.198889,-0.105407,-0.715141,-0.003663,0.549880,0.184044,-0.396013,5.197189,-0.237783,4.359076,-0.076210,-1.596121,-0.146079
0.178463,-0.038989,-0.005160,-0.033829,-0.132288,-0.689418,0.557129,-0.018218,-0.003728,-0.014490,-1.172850,-2.333159,1.160309,-0.007770,0.000858,-0.008628,0.960598,1.546597,-0.585999,0.639608,0.700173,-0.060565,-0.192535,-0.014442,-0.178093,-0.026816,0.240968,-0.267785,-0.212670,-0.032692,-0.179978,-0.100387,0.356621,-0.457008,-0.072576,-0.000151,-0.072425,0.073025,-0.649274,0.722300,-0.440927,-0.000015,-0.440912,0.181909,-0.124239,-0.092057,-0.572112,-0.009560,0.482607,0.100382,-0.454045,5.332328,-0.286262,4.549167,-0.081058,-1.620355,-0.149669
0.183969,-0.038989,-0.005160,-0.033829,-0.132288,-0.689418,0.557129,-0.018218,-0.003728,-0.014490,-1.172850,-2.333159,1.160309,-0.007770,0.000858,-0.008628,0.960598,1.546597,-0.585999,0.639608,0.700173,-0.060565,-0.192535,-0.014442,-0.178093,-0.026816,0.240968,-0.267785,-0.212670,-0.032692,-0.179978,-0.100387,0.356621,-0.457008,-0.072576,-0.000151,-0.072425,0.073025,-0.649274,0.722300,-0.440927,-0.000015,-0.440912,0.181909,-0.124239,-0.092057,-0.572112,-0.009560,0.482607,0.100382,-0.469955,5.490706,-0.295822,4.702535,-0.083540,-1.669137,-0.154287
0.188687,-0.040898,-0.005160,-0.035738,-0.132560,-0.689418,0.556857,-0.020339,-0.003728,-0.016612,-1.173875,-2.333159,1.159284,-0.008493,0.000858,-0.009351,0.961348,1.546597,-0.585249,0.635222,0.700173,-0.064951,-0.191148,-0.014442,-0.176706,-0.027684,0.240968,-0.268653,-0.213520,-0.032692,-0.180828,-0.105375,0.356621,-0.461996,-0.072700,-0.000151,-0.072549,0.077497,-0.649274,0.726771,-0.440341,-0.000015,-0.440326,0.096748,-0.050130,-0.078803,-0.430121,-0.015414,0.415822,0.017327,-0.550078,5.645384,-0.370043,4.907358,-0.093112,-1.698407,-0.165010
0.193761,-0.040898,-0.005160,-0.035738,-0.132560,-0.689418,0.556857,-0.020339,-0.003728,-0.016612,-1.173875,-2.333159,1.159284,-0.008493,0.000858,-0.009351,0.961348,1.546597,-0.585249,0.635222,0.700173,-0.064951,-0.191148,-0.014442,-0.176706,-0.027684,0.240968,-0.268653,-0.213520,-0.032692,-0.180828,-0.105375,0.356621,-0.461996,-0.072700,-0.000151,-0.072549,0.077497,-0.649274,0.726771,-0.440341,-0.000015,-0.440326,0.096748,-0.050130,-0.078803,-0.430121,-0.015414,0.415822,0.017327,-0.565223,5.790688,-0.379480,5.047965,-0.095508,-1.743132,-0.169423
0.198673,-0.042815,-0.005160,-0.037655,-0.132840,-0.689418,0.556578,-0.022488,-0.003728,-0.018761,-1.174953,-2.333159,1.158205,-0.009225,0.000858,-0.010082,0.962147,1.546597,-0.584450,0.630798,0.700173,-0.069375,-0.190485,-0.014442,-0.176043,-0.027935,0.240968,-0.268903,-0.214243,-0.032692,-0.181551,-0.109214,0.356621,-0.465835,-0.072870,-0.000151,-0.072719,0.081443,-0.649274,0.730717,-0.440440,-0.000015,-0.440424,0.056382,-0.020871,-0.064689,-0.374691,-0.015893,0.387795,-0.011379,-0.618957,5.939883,-0.425939,5.210823,-0.103621,-1.781083,-0.180842
