time,q1_des,q1,q1_err,q2_des,q2,q2_err,q3_des,q3,q3_err,q4_des,q4,q4_err,q5_des,q5,q5_err,q6_des,q6,q6_err,q7_des,q7,q7_err,dq1_des,dq1,dq1_err,dq2_des,dq2,dq2_err,dq3_des,dq3,dq3_err,dq4_des,dq4,dq4_err,dq5_des,dq5,dq5_err,dq6_des,dq6,dq6_err,dq7_des,dq7,dq7_err,qddsafe1,qddsafe2,qddsafe3,qddsafe4,qddsafe5,qddsafe6,qddsafe7,tau1,tau2,tau3,tau4,tau5,tau6,tau7
0.564766,-0.003324,-0.001459,-0.001865,-0.615839,-0.559023,-0.056816,0.001003,-0.000502,0.001505,-2.196647,-2.153586,-0.043061,-0.009574,-0.015013,0.005438,1.326094,1.252798,0.073296,0.735199,0.717405,0.017794,-0.004631,-0.001776,-0.002855,-0.154881,-0.065597,-0.089284,0.003730,0.000506,0.003224,-0.140621,-0.136981,-0.003640,0.013482,-0.000246,0.013728,0.221592,0.255556,-0.033964,0.044141,-0.000809,0.044950,0.002400,0.080260,-0.001933,0.072870,-0.006986,-0.114829,-0.022874,-0.073000,-2.077913,0.056560,-1.477202,0.117001,0.797840,0.100467
0.569901,-0.003370,-0.001456,-0.001914,-0.617388,-0.561449,-0.055939,0.001041,-0.000507,0.001548,-2.198053,-2.158581,-0.039472,-0.009439,-0.015013,0.005573,1.328309,1.262324,0.065985,0.735641,0.717403,0.018238,-0.004605,-0.000902,-0.003703,-0.154013,-0.082130,-0.071883,0.003709,-0.002204,0.005913,-0.139833,-0.157326,0.017493,0.013406,-0.000094,0.013500,0.220350,0.306571,-0.086222,0.043893,-0.000627,0.044520,0.002777,0.092887,-0.002237,0.084334,-0.008086,-0.132895,-0.026472,-0.077955,-2.005953,0.065429,-1.311007,0.120226,0.674114,0.103162
0.575044,-0.003370,-0.001456,-0.001914,-0.617388,-0.561449,-0.055939,0.001041,-0.000507,0.001548,-2.198053,-2.158581,-0.039472,-0.009439,-0.015013,0.005573,1.328309,1.262324,0.065985,0.735641,0.717403,0.018238,-0.004605,-0.000902,-0.003703,-0.154013,-0.082130,-0.071883,0.003709,-0.002204,0.005913,-0.139833,-0.157326,0.017493,0.013406,-0.000094,0.013500,0.220350,0.306571,-0.086222,0.043893,-0.000627,0.044520,0.002777,0.092887,-0.002237,0.084334,-0.008086,-0.132895,-0.026472,-0.078647,-2.025291,0.066063,-1.322942,0.121327,0.680288,0.104110
0.579858,-0.003416,-0.001456,-0.001959,-0.618915,-0.561449,-0.057466,0.001077,-0.000507,0.001585,-2.199440,-2.158581,-0.040859,-0.009306,-0.015013,0.005706,1.330495,1.262324,0.068170,0.736076,0.717403,0.018673,-0.004576,-0.000902,-0.003674,-0.153026,-0.082130,-0.070896,0.003685,-0.002204,0.005889,-0.138937,-0.157326,0.018389,0.013321,-0.000094,0.013414,0.218938,0.306571,-0.087633,0.043612,-0.000627,0.044239,0.003152,0.105418,-0.002539,0.095712,-0.009176,-0.150824,-0.030044,-0.081114,-2.079504,0.067362,-1.380906,0.124703,0.710086,0.106832
0.585026,-0.003416,-0.001456,-0.001959,-0.618915,-0.561449,-0.057466,0.001077,-0.000507,0.001585,-2.199440,-2.158581,-0.040859,-0.009306,-0.015013,0.005706,1.330495,1.262324,0.068170,0.736076,0.717403,0.018673,-0.004576,-0.000902,-0.003674,-0.153026,-0.082130,-0.070896,0.003685,-0.002204,0.005889,-0.138937,-0.157326,0.018389,0.013321,-0.000094,0.013414,0.218938,0.306571,-0.087633,0.043612,-0.000627,0.044239,0.003152,0.105418,-0.002539,0.095712,-0.009176,-0.150824,-0.030044,-0.081814,-2.099129,0.068001,-1.393149,0.125816,0.716423,0.107789
0.589872,-0.003461,-0.001456,-0.002005,-0.620441,-0.561449,-0.058992,0.001114,-0.000507,0.001622,-2.200825,-2.158581,-0.042244,-0.009174,-0.015013,0.005839,1.332677,1.262324,0.070353,0.736511,0.717403,0.019108,-0.004542,-0.000902,-0.003640,-0.151909,-0.082130,-0.069779,0.003659,-0.002204,0.005862,-0.137922,-0.157326,0.019404,0.013223,-0.000094,0.013317,0.217339,0.306571,-0.089232,0.043294,-0.000627,0.043920,0.003529,0.118019,-0.002842,0.107153,-0.010273,-0.168852,-0.033635,-0.084314,-2.154303,0.069324,-1.452007,0.129244,0.746685,0.110548
0.595757,-0.003461,-0.001456,-0.002005,-0.620441,-0.561449,-0.058992,0.001114,-0.000507,0.001622,-2.200825,-2.158581,-0.042244,-0.009174,-0.015013,0.005839,1.332677,1.262324,0.070353,0.736511,0.717403,0.019108,-0.004542,-0.000902,-0.003640,-0.151909,-0.082130,-0.069779,0.003659,-0.002204,0.005862,-0.137922,-0.157326,0.019404,0.013223,-0.000094,0.013317,0.217339,0.306571,-0.089232,0.043294,-0.000627,0.043920,0.003529,0.118019,-0.002842,0.107153,-0.010273,-0.168852,-0.033635,-0.085123,-2.177062,0.070061,-1.466348,0.130529,0.754112,0.111653
0.599947,-0.003507,-0.001456,-0.002050,-0.621958,-0.561449,-0.060510,0.001151,-0.000507,0.001658,-2.202203,-2.158581,-0.043622,-0.009042,-0.015013,0.005971,1.334849,1.262324,0.072525,0.736943,0.717403,0.019541,-0.004505,-0.000902,-0.003603,-0.150661,-0.082130,-0.068531,0.003629,-0.002204,0.005832,-0.136789,-0.157326,0.020536,0.013115,-0.000094,0.013208,0.215555,0.306571,-0.091017,0.042938,-0.000627,0.043565,0.003907,0.130655,-0.003147,0.118625,-0.011373,-0.186931,-0.037236,-0.087555,-2.230343,0.071317,-1.524220,0.133847,0.783867,0.114311
0.605068,-0.003507,-0.001458,-0.002048,-0.621958,-0.564894,-0.057065,0.001151,-0.000504,0.001654,-2.202203,-2.164721,-0.037483,-0.009042,-0.015010,0.005968,1.334849,1.274622,0.060226,0.736943,0.717407,0.019537,-0.004505,0.000682,-0.005187,-0.150661,-0.110809,-0.039852,0.003629,0.000739,0.002889,-0.136789,-0.197651,0.060862,0.013115,-0.000632,0.013746,0.215555,0.407216,-0.191662,0.042938,0.000259,0.042679,0.003907,0.130655,-0.003147,0.118625,-0.011373,-0.186931,-0.037236,-0.092783,-2.042417,0.063285,-1.196709,0.135728,0.544180,0.114835
0.610029,-0.003551,-0.001458,-0.002093,-0.623453,-0.564894,-0.058559,0.001187,-0.000504,0.001690,-2.203560,-2.164721,-0.038839,-0.008912,-0.015010,0.006098,1.336987,1.274622,0.062364,0.737369,0.717407,0.019963,-0.004464,0.000682,-0.005146,-0.149297,-0.110809,-0.038488,0.003596,0.000739,0.002856,-0.135551,-0.197651,0.062100,0.012996,-0.000632,0.013628,0.213603,0.407216,-0.193613,0.042549,0.000259,0.042290,0.004282,0.143202,-0.003449,0.130017,-0.012465,-0.204883,-0.040812,-0.095355,-2.097134,0.064572,-1.253675,0.139225,0.572903,0.117631
0.615093,-0.003551,-0.001458,-0.002093,-0.623453,-0.564894,-0.058559,0.001187,-0.000504,0.001690,-2.203560,-2.164721,-0.038839,-0.008912,-0.015010,0.006098,1.336987,1.274622,0.062364,0.737369,0.717407,0.019963,-0.004464,0.000682,-0.005146,-0.149297,-0.110809,-0.038488,0.003596,0.000739,0.002856,-0.135551,-0.197651,0.062100,0.012996,-0.000632,0.013628,0.213603,0.407216,-0.193613,0.042549,0.000259,0.042290,0.004282,0.143202,-0.003449,0.130017,-0.012465,-0.204883,-0.040812,-0.096115,-2.115848,0.065154,-1.263959,0.140378,0.577647,0.118610
0.619883,-0.003596,-0.001458,-0.002137,-0.624940,-0.564894,-0.060046,0.001223,-0.000504,0.001726,-2.204910,-2.164721,-0.040189,-0.008782,-0.015010,0.006228,1.339114,1.274622,0.064492,0.737793,0.717407,0.020386,-0.004419,0.000682,-0.005101,-0.147801,-0.110809,-0.036991,0.003560,0.000739,0.002820,-0.134192,-0.197651,0.063459,0.012866,-0.000632,0.013497,0.211462,0.407216,-0.195755,0.042123,0.000259,0.041864,0.004659,0.155811,-0.003753,0.141465,-0.013563,-0.222923,-0.044406,-0.098679,-2.170421,0.066432,-1.321096,0.143863,0.606481,0.121389
0.625045,-0.003596,-0.001458,-0.002137,-0.624940,-0.564894,-0.060046,0.001223,-0.000504,0.001726,-2.204910,-2.164721,-0.040189,-0.008782,-0.015010,0.006228,1.339114,1.274622,0.064492,0.737793,0.717407,0.020386,-0.004419,0.000682,-0.005101,-0.147801,-0.110809,-0.036991,0.003560,0.000739,0.002820,-0.134192,-0.197651,0.063459,0.012866,-0.000632,0.013497,0.211462,0.407216,-0.195755,0.042123,0.000259,0.041864,0.004659,0.155811,-0.003753,0.141465,-0.013563,-0.222923,-0.044406,-0.099466,-2.189891,0.067035,-1.331946,0.145056,0.611511,0.122402
0.629877,-0.003640,-0.001458,-0.002182,-0.626415,-0.564894,-0.061521,0.001258,-0.000504,0.001762,-2.206249,-2.164721,-0.041529,-0.008654,-0.015010,0.006356,1.341225,1.274622,0.066602,0.738213,0.717407,0.020807,-0.004371,0.000682,-0.005053,-0.146174,-0.110809,-0.035365,0.003520,0.000739,0.002781,-0.132715,-0.197651,0.064936,0.012724,-0.000632,0.013356,0.209134,0.407216,-0.198082,0.041659,0.000259,0.041400,0.005037,0.168449,-0.004057,0.152940,-0.014663,-0.241004,-0.048008,-0.102046,-2.244893,0.068323,-1.389468,0.148565,0.640542,0.125195
0.635062,-0.003640,-0.001457,-0.002183,-0.626415,-0.569034,-0.057380,0.001258,-0.000502,0.001760,-2.206249,-2.171762,-0.034488,-0.008654,-0.015009,0.006355,1.341225,1.288979,0.052245,0.738213,0.717399,0.020815,-0.004371,-0.000456,-0.003915,-0.146174,-0.141755,-0.004419,0.003520,0.001127,0.002394,-0.132715,-0.223427,0.090712,0.012724,-0.000380,0.013104,0.209134,0.449893,-0.240759,0.041659,-0.001354,0.043013,0.005037,0.168449,-0.004057,0.152940,-0.014663,-0.241004,-0.048008,-0.099398,-2.013289,0.067714,-1.053504,0.149414,0.420024,0.127091
0.639792,-0.003683,-0.001457,-0.002226,-0.627861,-0.569034,-0.058827,0.001293,-0.000502,0.001795,-2.207563,-2.171762,-0.035801,-0.008528,-0.015009,0.006481,1.343294,1.288979,0.054315,0.738626,0.717399,0.021227,-0.004319,-0.000456,-0.003863,-0.144435,-0.141755,-0.002680,0.003479,0.001127,0.002352,-0.131136,-0.223427,0.092291,0.012573,-0.000380,0.012953,0.206646,0.449893,-0.243247,0.041163,-0.001354,0.042518,0.005412,0.180986,-0.004359,0.164322,-0.015754,-0.258940,-0.051580,-0.101926,-2.065956,0.068981,-1.107976,0.152890,0.447156,0.129859
0.644798,-0.003683,-0.001457,-0.002226,-0.627861,-0.569034,-0.058827,0.001293,-0.000502,0.001795,-2.207563,-2.171762,-0.035801,-0.008528,-0.015009,0.006481,1.343294,1.288979,0.054315,0.738626,0.717399,0.021227,-0.004319,-0.000456,-0.003863,-0.144435,-0.141755,-0.002680,0.003479,0.001127,0.002352,-0.131136,-0.223427,0.092291,0.012573,-0.000380,0.012953,0.206646,0.449893,-0.243247,0.041163,-0.001354,0.042518,0.005412,0.180986,-0.004359,0.164322,-0.015754,-0.258940,-0.051580,-0.102690,-2.083759,0.069579,-1.116545,0.154089,0.450660,0.130883
0.649667,-0.003726,-0.001457,-0.002269,-0.629297,-0.569034,-0.060263,0.001327,-0.000502,0.001830,-2.208866,-2.171762,-0.037105,-0.008403,-0.015009,0.006606,1.345349,1.288979,0.056369,0.739035,0.717399,0.021636,-0.004263,-0.000456,-0.003807,-0.142561,-0.141755,-0.000806,0.003433,0.001127,0.002307,-0.129435,-0.223427,0.093992,0.012410,-0.000380,0.012790,0.203965,0.449893,-0.245929,0.040629,-0.001354,0.041984,0.005789,0.193589,-0.004662,0.175765,-0.016851,-0.276973,-0.055172,-0.105248,-2.137097,0.070865,-1.171518,0.157610,0.478029,0.133682
0.654794,-0.003726,-0.001457,-0.002269,-0.629297,-0.569034,-0.060263,0.001327,-0.000502,0.001830,-2.208866,-2.171762,-0.037105,-0.008403,-0.015009,0.006606,1.345349,1.288979,0.056369,0.739035,0.717399,0.021636,-0.004263,-0.000456,-0.003807,-0.142561,-0.141755,-0.000806,0.003433,0.001127,0.002307,-0.129435,-0.223427,0.093992,0.012410,-0.000380,0.012790,0.203965,0.449893,-0.245929,0.040629,-0.001354,0.041984,0.005789,0.193589,-0.004662,0.175765,-0.016851,-0.276973,-0.055172,-0.106033,-2.155489,0.071479,-1.180538,0.158840,0.481759,0.134732
0.660254,-0.003768,-0.001457,-0.002311,-0.630714,-0.569034,-0.061679,0.001362,-0.000502,0.001864,-2.210152,-2.171762,-0.038391,-0.008279,-0.015009,0.006729,1.347375,1.288979,0.058396,0.739438,0.717399,0.022040,-0.004203,-0.000456,-0.003747,-0.140561,-0.141755,0.001194,0.003385,0.001127,0.002258,-0.127619,-0.223427,0.095808,0.012235,-0.000380,0.012616,0.201104,0.449893,-0.248789,0.040059,-0.001354,0.041414,0.006165,0.206189,-0.004966,0.187204,-0.017948,-0.294999,-0.058763,-0.108685,-2.211048,0.072839,-1.236600,0.162512,0.509579,0.137652
0.665015,-0.003768,-0.001457,-0.002311,-0.630714,-0.569034,-0.061679,0.001362,-0.000502,0.001864,-2.210152,-2.171762,-0.038391,-0.008279,-0.015009,0.006729,1.347375,1.288979,0.058396,0.739438,0.717399,0.022040,-0.004203,-0.000456,-0.003747,-0.140561,-0.141755,0.001194,0.003385,0.001127,0.002258,-0.127619,-0.223427,0.095808,0.012235,-0.000380,0.012616,0.201104,0.449893,-0.248789,0.040059,-0.001354,0.041414,0.006165,0.206189,-0.004966,0.187204,-0.017948,-0.294999,-0.058763,-0.109432,-2.228684,0.073425,-1.245399,0.163684,0.513253,0.138652
0.670134,-0.003810,-0.001456,-0.002354,-0.632117,-0.574122,-0.057995,0.001395,-0.000501,0.001897,-2.211427,-2.179557,-0.031870,-0.008157,-0.015015,0.006858,1.349384,1.304404,0.044980,0.739839,0.717407,0.022431,-0.004140,0.000626,-0.004766,-0.138470,-0.156904,0.018434,0.003335,0.000152,0.003183,-0.125721,-0.238717,0.112996,0.012053,-0.001465,0.013519,0.198112,0.443478,-0.245366,0.039464,0.000726,0.038738,0.006143,0.205445,-0.004948,0.186529,-0.017883,-0.293934,-0.058551,-0.115190,-2.045521,0.078402,-0.936735,0.169188,0.340976,0.140394
0.675434,-0.003810,-0.001456,-0.002354,-0.632117,-0.574122,-0.057995,0.001395,-0.000501,0.001897,-2.211427,-2.179557,-0.031870,-0.008157,-0.015015,0.006858,1.349384,1.304404,0.044980,0.739839,0.717407,0.022431,-0.004140,0.000626,-0.004766,-0.138470,-0.156904,0.018434,0.003335,0.000152,0.003183,-0.125721,-0.238717,0.112996,0.012053,-0.001465,0.013519,0.198112,0.443478,-0.245366,0.039464,0.000726,0.038738,0.006143,0.205445,-0.004948,0.186529,-0.017883,-0.293934,-0.058551,-0.115968,-2.061603,0.079014,-0.943231,0.170383,0.343381,0.141392
0.679734,-0.003851,-0.001456,-0.002395,-0.633483,-0.574122,-0.059360,0.001428,-0.000501,0.001930,-2.212667,-2.179557,-0.033110,-0.008038,-0.015015,0.006976,1.351337,1.304404,0.046933,0.740228,0.717407,0.022820,-0.004080,0.000626,-0.004706,-0.136460,-0.156904,0.020444,0.003286,0.000152,0.003134,-0.123896,-0.238717,0.114821,0.011878,-0.001465,0.013344,0.195237,0.443478,-0.248241,0.038891,0.000726,0.038165,0.005956,0.199189,-0.004797,0.180849,-0.017339,-0.284985,-0.056768,-0.118079,-2.134177,0.081073,-0.993947,0.173898,0.369248,0.144241
0.684962,-0.003851,-0.001456,-0.002395,-0.633483,-0.574122,-0.059360,0.001428,-0.000501,0.001930,-2.212667,-2.179557,-0.033110,-0.008038,-0.015015,0.006976,1.351337,1.304404,0.046933,0.740228,0.717407,0.022820,-0.004080,0.000626,-0.004706,-0.136460,-0.156904,0.020444,0.003286,0.000152,0.003134,-0.123896,-0.238717,0.114821,0.011878,-0.001465,0.013344,0.195237,0.443478,-0.248241,0.038891,0.000726,0.038165,0.005956,0.199189,-0.004797,0.180849,-0.017339,-0.284985,-0.056768,-0.118945,-2.152228,0.081755,-1.001428,0.175229,0.372070,0.145352
0.689996,-0.003892,-0.001456,-0.002436,-0.634846,-0.574122,-0.060723,0.001461,-0.000501,0.001963,-2.213904,-2.179557,-0.034347,-0.007920,-0.015015,0.007095,1.353287,1.304404,0.048883,0.740616,0.717407,0.023209,-0.004021,0.000626,-0.004647,-0.134488,-0.156904,0.022416,0.003239,0.000152,0.003087,-0.122106,-0.238717,0.116611,0.011707,-0.001465,0.013172,0.192415,0.443478,-0.251062,0.038329,0.000726,0.037603,0.005767,0.192854,-0.004645,0.175097,-0.016787,-0.275920,-0.054963,-0.121115,-2.226589,0.083866,-1.053390,0.178839,0.398559,0.148279
0.697029,-0.003932,-0.001456,-0.002475,-0.636178,-0.574122,-0.062055,0.001493,-0.000501,0.001995,-2.215113,-2.179557,-0.035556,-0.007804,-0.015015,0.007211,1.355192,1.304404,0.050789,0.740996,0.717407,0.023588,-0.003965,0.000626,-0.004591,-0.132596,-0.156904,0.024308,0.003193,0.000152,0.003041,-0.120388,-0.238717,0.118329,0.011542,-0.001465,0.013007,0.189708,0.443478,-0.253769,0.037790,0.000726,0.037064,0.005767,0.192854,-0.004645,0.175097,-0.016787,-0.275920,-0.054963,-0.123772,-2.300753,0.085985,-1.108743,0.182963,0.426145,0.151608
0.700135,-0.003932,-0.001456,-0.002475,-0.636178,-0.574122,-0.062055,0.001493,-0.000501,0.001995,-2.215113,-2.179557,-0.035556,-0.007804,-0.015015,0.007211,1.355192,1.304404,0.050789,0.740996,0.717407,0.023588,-0.003965,0.000626,-0.004591,-0.132596,-0.156904,0.024308,0.003193,0.000152,0.003041,-0.120388,-0.238717,0.118329,0.011542,-0.001465,0.013007,0.189708,0.443478,-0.253769,0.037790,0.000726,0.037064,0.005579,0.186573,-0.004493,0.169394,-0.016241,-0.266934,-0.053173,-0.124145,-2.318953,0.086652,-1.113056,0.183769,0.428012,0.152309
0.704849,-0.003932,-0.001459,-0.002472,-0.636178,-0.579634,-0.056544,0.001493,-0.000501,0.001994,-2.215113,-2.187952,-0.027161,-0.007804,-0.015009,0.007205,1.355192,1.319624,0.035568,0.740996,0.717412,0.023584,-0.003965,-0.000640,-0.003325,-0.132596,-0.166695,0.034099,0.003193,0.000099,0.003094,-0.120388,-0.246418,0.126030,0.011542,0.000448,0.011095,0.189708,0.437518,-0.247810,0.037790,0.003545,0.034244,0.005579,0.186573,-0.004493,0.169394,-0.016241,-0.266934,-0.053173,-0.120503,-2.070339,0.087441,-0.738689,0.181661,0.222948,0.151721
0.709856,-0.003971,-0.001459,-0.002512,-0.637489,-0.579634,-0.057855,0.001525,-0.000501,0.002025,-2.216304,-2.187952,-0.028352,-0.007690,-0.015009,0.007319,1.357068,1.319624,0.037444,0.741369,0.717412,0.023958,-0.003910,-0.000640,-0.003270,-0.130770,-0.166695,0.035926,0.003149,0.000099,0.003050,-0.118729,-0.246418,0.127689,0.011383,0.000448,0.010936,0.187095,0.437518,-0.250423,0.037269,0.003545,0.033724,0.005391,0.180302,-0.004342,0.163701,-0.015695,-0.257962,-0.051386,-0.122653,-2.143076,0.089558,-0.788337,0.185260,0.248162,0.154651
0.715169,-0.003971,-0.001459,-0.002512,-0.637489,-0.579634,-0.057855,0.001525,-0.000501,0.002025,-2.216304,-2.187952,-0.028352,-0.007690,-0.015009,0.007319,1.357068,1.319624,0.037444,0.741369,0.717412,0.023958,-0.003910,-0.000640,-0.003270,-0.130770,-0.166695,0.035926,0.003149,0.000099,0.003050,-0.118729,-0.246418,0.127689,0.011383,0.000448,0.010936,0.187095,0.437518,-0.250423,0.037269,0.003545,0.033724,0.005391,0.180302,-0.004342,0.163701,-0.015695,-0.257962,-0.051386,-0.123536,-2.160576,0.090280,-0.794110,0.186642,0.250009,0.155811
0.720069,-0.004010,-0.001459,-0.002551,-0.638791,-0.579634,-0.059157,0.001556,-0.000501,0.002057,-2.217486,-2.187952,-0.029534,-0.007576,-0.015009,0.007432,1.358931,1.319624,0.039307,0.741740,0.717412,0.024329,-0.003857,-0.000640,-0.003217,-0.128994,-0.166695,0.037701,0.003107,0.000099,0.003008,-0.117117,-0.246418,0.129301,0.011229,0.000448,0.010781,0.184554,0.437518,-0.252964,0.036763,0.003545,0.033217,0.005202,0.173989,-0.004190,0.157969,-0.015145,-0.248930,-0.049586,-0.125696,-2.233899,0.092407,-0.844418,0.190256,0.275591,0.158753
0.724944,-0.004010,-0.001459,-0.002551,-0.638791,-0.579634,-0.059157,0.001556,-0.000501,0.002057,-2.217486,-2.187952,-0.029534,-0.007576,-0.015009,0.007432,1.358931,1.319624,0.039307,0.741740,0.717412,0.024329,-0.003857,-0.000640,-0.003217,-0.128994,-0.166695,0.037701,0.003107,0.000099,0.003008,-0.117117,-0.246418,0.129301,0.011229,0.000448,0.010781,0.184554,0.437518,-0.252964,0.036763,0.003545,0.033217,0.005202,0.173989,-0.004190,0.157969,-0.015145,-0.248930,-0.049586,-0.126515,-2.250293,0.093078,-0.850022,0.191540,0.277447,0.159830
0.729855,-0.004048,-0.001459,-0.002589,-0.640077,-0.579634,-0.060443,0.001587,-0.000501,0.002088,-2.218654,-2.187952,-0.030702,-0.007464,-0.015009,0.007544,1.360771,1.319624,0.041147,0.742107,0.717412,0.024695,-0.003806,-0.000640,-0.003166,-0.127279,-0.166695,0.039416,0.003065,0.000099,0.002966,-0.115560,-0.246418,0.130858,0.011079,0.000448,0.010632,0.182101,0.437518,-0.255417,0.036274,0.003545,0.032729,0.005013,0.167667,-0.004038,0.152229,-0.014595,-0.239885,-0.047785,-0.128687,-2.324089,0.095214,-0.900801,0.195172,0.303283,0.162788
0.734938,-0.004048,-0.001456,-0.002592,-0.640077,-0.585611,-0.054466,0.001587,-0.000503,0.002090,-2.218654,-2.196035,-0.022618,-0.007464,-0.015010,0.007546,1.360771,1.333116,0.027655,0.742107,0.717405,0.024702,-0.003806,-0.000742,-0.003064,-0.127279,-0.194508,0.067229,0.003065,-0.000368,0.003433,-0.115560,-0.240211,0.124652,0.011079,0.000470,0.010610,0.182101,0.386935,-0.204834,0.036274,0.000016,0.036258,0.005013,0.167667,-0.004038,0.152229,-0.014595,-0.239885,-0.047785,-0.129291,-1.980465,0.097676,-0.571819,0.196562,0.166495,0.166041
0.739953,-0.004086,-0.001456,-0.002630,-0.641342,-0.585611,-0.055730,0.001618,-0.000503,0.002120,-2.219802,-2.196035,-0.023767,-0.007354,-0.015010,0.007656,1.362581,1.333116,0.029465,0.742467,0.717405,0.025062,-0.003757,-0.000742,-0.003014,-0.125633,-0.194508,0.068874,0.003026,-0.000368,0.003394,-0.114066,-0.240211,0.126146,0.010936,0.000470,0.010466,0.179746,0.386935,-0.207188,0.035805,0.000016,0.035789,0.004825,0.161368,-0.003886,0.146511,-0.014047,-0.230873,-0.045990,-0.131492,-2.052465,0.099847,-0.620771,0.200239,0.191586,0.169053
0.745103,-0.004086,-0.001456,-0.002630,-0.641342,-0.585611,-0.055730,0.001618,-0.000503,0.002120,-2.219802,-2.196035,-0.023767,-0.007354,-0.015010,0.007656,1.362581,1.333116,0.029465,0.742467,0.717405,0.025062,-0.003757,-0.000742,-0.003014,-0.125633,-0.194508,0.068874,0.003026,-0.000368,0.003394,-0.114066,-0.240211,0.126146,0.010936,0.000470,0.010466,0.179746,0.386935,-0.207188,0.035805,0.000016,0.035789,0.004825,0.161368,-0.003886,0.146511,-0.014047,-0.230873,-0.045990,-0.132380,-2.068002,0.100587,-0.625002,0.201632,0.192916,0.170234
0.749885,-0.004124,-0.001456,-0.002668,-0.642605,-0.585611,-0.056993,0.001648,-0.000503,0.002151,-2.220949,-2.196035,-0.024913,-0.007244,-0.015010,0.007766,1.364388,1.333116,0.031272,0.742827,0.717405,0.025422,-0.003709,-0.000742,-0.002967,-0.124033,-0.194508,0.070475,0.002987,-0.000368,0.003355,-0.112613,-0.240211,0.127599,0.010797,0.000470,0.010327,0.177456,0.386935,-0.209478,0.035349,0.000016,0.035333,0.004635,0.154996,-0.003733,0.140725,-0.013492,-0.221756,-0.044173,-0.134574,-2.140515,0.102755,-0.674770,0.205300,0.218477,0.173238
0.754968,-0.004124,-0.001456,-0.002668,-0.642605,-0.585611,-0.056993,0.001648,-0.000503,0.002151,-2.220949,-2.196035,-0.024913,-0.007244,-0.015010,0.007766,1.364388,1.333116,0.031272,0.742827,0.717405,0.025422,-0.003709,-0.000742,-0.002967,-0.124033,-0.194508,0.070475,0.002987,-0.000368,0.003355,-0.112613,-0.240211,0.127599,0.010797,0.000470,0.010327,0.177456,0.386935,-0.209478,0.035349,0.000016,0.035333,0.004635,0.154996,-0.003733,0.140725,-0.013492,-0.221756,-0.044173,-0.135453,-2.156059,0.103488,-0.679221,0.206678,0.219942,0.174407
0.759778,-0.004161,-0.001456,-0.002704,-0.643831,-0.585611,-0.058219,0.001677,-0.000503,0.002180,-2.222062,-2.196035,-0.026026,-0.007138,-0.015010,0.007873,1.366142,1.333116,0.033026,0.743177,0.717405,0.025772,-0.003664,-0.000742,-0.002921,-0.122523,-0.194508,0.071985,0.002951,-0.000368,0.003319,-0.111242,-0.240211,0.128970,0.010665,0.000470,0.010196,0.175296,0.386935,-0.211639,0.034919,0.000016,0.034902,0.004447,0.148734,-0.003582,0.135040,-0.012947,-0.212797,-0.042389,-0.137646,-2.228223,0.105650,-0.728699,0.210341,0.245339,0.177409
0.764710,-0.004161,-0.001456,-0.002704,-0.643831,-0.585611,-0.058219,0.001677,-0.000503,0.002180,-2.222062,-2.196035,-0.026026,-0.007138,-0.015010,0.007873,1.366142,1.333116,0.033026,0.743177,0.717405,0.025772,-0.003664,-0.000742,-0.002921,-0.122523,-0.194508,0.071985,0.002951,-0.000368,0.003319,-0.111242,-0.240211,0.128970,0.010665,0.000470,0.010196,0.175296,0.386935,-0.211639,0.034919,0.000016,0.034902,0.004447,0.148734,-0.003582,0.135040,-0.012947,-0.212797,-0.042389,-0.138519,-2.243803,0.106376,-0.733365,0.211709,0.246932,0.178567
0.769917,-0.004197,-0.001456,-0.002741,-0.645044,-0.592339,-0.052705,0.001707,-0.000495,0.002201,-2.223163,-2.204099,-0.019064,-0.007032,-0.015012,0.007980,1.367878,1.344323,0.023555,0.743523,0.717406,0.026117,-0.003620,-0.000414,-0.003207,-0.121072,-0.200464,0.079392,0.002916,0.000608,0.002308,-0.109925,-0.241504,0.131579,0.010539,0.000304,0.010235,0.173221,0.295014,-0.121793,0.034505,0.002176,0.032329,0.004260,0.142461,-0.003431,0.129344,-0.012401,-0.203822,-0.040601,-0.142000,-1.985317,0.104614,-0.405849,0.215867,0.213369,0.180328
0.775063,-0.004197,-0.001456,-0.002741,-0.645044,-0.592339,-0.052705,0.001707,-0.000495,0.002201,-2.223163,-2.204099,-0.019064,-0.007032,-0.015012,0.007980,1.367878,1.344323,0.023555,0.743523,0.717406,0.026117,-0.003620,-0.000414,-0.003207,-0.121072,-0.200464,0.079392,0.002916,0.000608,0.002308,-0.109925,-0.241504,0.131579,0.010539,0.000304,0.010235,0.173221,0.295014,-0.121793,0.034505,0.002176,0.032329,0.004260,0.142461,-0.003431,0.129344,-0.012401,-0.203822,-0.040601,-0.142937,-1.999796,0.105359,-0.408516,0.217324,0.214807,0.181551
