time,q1_des,q1_real,q1_error,q2_des,q2_real,q2_error,q3_des,q3_real,q3_error,q4_des,q4_real,q4_error,q5_des,q5_real,q5_error,q6_des,q6_real,q6_error,q7_des,q7_real,q7_error,dq1_des,dq1_real,dq1_error,dq2_des,dq2_real,dq2_error,dq3_des,dq3_real,dq3_error,dq4_des,dq4_real,dq4_error,dq5_des,dq5_real,dq5_error,dq6_des,dq6_real,dq6_error,dq7_des,dq7_real,dq7_error,qdd1_cmd,qdd1_real,qdd1_error,qdd2_cmd,qdd2_real,qdd2_error,qdd3_cmd,qdd3_real,qdd3_error,qdd4_cmd,qdd4_real,qdd4_error,qdd5_cmd,qdd5_real,qdd5_error,qdd6_cmd,qdd6_real,qdd6_error,qdd7_cmd,qdd7_real,qdd7_error
0.002574,-0.004414,-0.000385,-0.004029,-0.165431,-0.700125,0.534694,0.002372,0.000096,0.002276,-1.233428,-2.350703,1.117275,0.000788,0.000548,0.000239,0.988495,1.570926,-0.582431,0.698871,0.700203,-0.001332,-0.857724,0.000219,-0.857943,0.961571,0.000229,0.961342,0.532662,0.000232,0.532430,1.858433,-0.001549,1.859983,0.052101,-0.001148,0.053249,-0.910550,-0.000092,-0.910458,-0.305205,-0.001550,-0.303655,6.000000,nan,nan,2.585000,nan,nan,-3.500000,nan,nan,4.000000,nan,nan,-17.000000,nan,nan,-5.500000,nan,nan,17.000000,nan,nan
0.009482,-0.003381,-0.000385,-0.002996,-0.153072,-0.700125,0.547053,0.002308,0.000096,0.002212,-1.209466,-2.350703,1.141237,0.000876,0.000548,0.000327,0.976836,1.570926,-0.594089,0.699896,0.700203,-0.000307,0.485770,0.000219,0.485551,2.059789,0.000229,2.059560,-0.204674,0.000232,-0.204907,3.994978,-0.001549,3.996527,-0.004048,-0.001148,-0.002900,-1.938799,-0.000092,-1.938707,0.284043,-0.001550,0.285593,-6.000000,0.000000,-6.000000,-2.585000,0.000000,-2.585000,3.500000,0.000000,3.500000,-4.000000,0.000000,-4.000000,1.717558,0.000000,1.717558,5.500000,0.000000,5.500000,-17.000000,0.000000,-17.000000
0.019504,-0.005831,-0.000385,-0.005446,-0.136844,-0.700125,0.563281,0.004736,0.000096,0.004640,-1.178062,-2.350703,1.172641,0.001259,0.000548,0.000710,0.961645,1.570926,-0.609280,0.700051,0.700203,-0.000152,-0.583989,0.000219,-0.584208,1.716364,0.000229,1.716135,0.601226,0.000232,0.600994,3.315225,-0.001549,3.316774,0.095998,-0.001148,0.097146,-1.600595,-0.000092,-1.600504,0.057467,-0.001550,0.059017,-6.000000,0.000000,-6.000000,-1.534204,0.000000,-1.534204,-3.500000,0.000000,-3.500000,-4.000000,0.000000,-4.000000,-3.454226,0.000000,-3.454226,1.973572,0.000000,1.973572,-17.000000,0.000000,-17.000000
0.029509,-0.013252,-0.000385,-0.012867,-0.129844,-0.700125,0.570282,0.005378,0.000096,0.005282,-1.164704,-2.350703,1.185999,0.000718,0.000548,0.000170,0.955185,1.570926,-0.615740,0.693133,0.700203,-0.007070,-0.650107,0.000219,-0.650325,0.036384,0.000229,0.036155,-0.271925,0.000232,-0.272158,0.047648,-0.001549,0.049198,-0.130083,-0.001148,-0.128935,-0.023204,-0.000092,-0.023112,-0.968248,-0.001550,-0.966698,6.000000,0.000000,6.000000,-2.585000,0.000000,-2.585000,-3.500000,0.000000,-3.500000,-4.000000,0.000000,-4.000000,0.674280,0.000000,0.674280,5.500000,0.000000,5.500000,17.000000,0.000000,17.000000
0.039494,-0.018128,-0.000474,-0.017654,-0.130445,-0.700176,0.569730,0.002090,0.000133,0.001957,-1.166109,-2.350712,1.184603,-0.000575,0.000554,-0.001129,0.955896,1.570929,-0.615033,0.684440,0.700208,-0.015768,-0.418800,-0.012845,-0.405955,-0.086399,-0.007843,-0.078556,-0.365850,0.007268,-0.373118,-0.195971,-0.002717,-0.193253,-0.132523,0.001008,-0.133531,0.101959,0.000963,0.100996,-0.845229,0.001090,-0.846319,-3.660173,-1.308400,-2.351774,2.585000,-0.808542,3.393542,-3.500000,0.704700,-4.204700,4.000000,-0.116981,4.116981,-1.429334,0.215927,-1.645260,-5.500000,0.105651,-5.605651,-8.797908,0.264396,-9.062304
0.049718,-0.022547,-0.000474,-0.022074,-0.130985,-0.700176,0.569190,-0.001804,0.000133,-0.001937,-1.167528,-2.350712,1.183183,-0.001985,0.000554,-0.002540,0.956705,1.570929,-0.614224,0.675436,0.700208,-0.024772,-0.441090,-0.012845,-0.428245,-0.027049,-0.007843,-0.019205,-0.393862,0.007268,-0.401130,-0.096575,-0.002717,-0.093857,-0.142301,0.001008,-0.143309,0.063393,0.000963,0.062430,-0.907790,0.001090,-0.908879,-0.942567,0.000000,-0.942567,2.585000,0.000000,2.585000,-2.456797,0.000000,-2.456797,4.000000,0.000000,4.000000,-0.888153,0.000000,-0.888153,-1.753983,0.000000,-1.753983,-4.079969,0.000000,-4.079969
0.059837,-0.027006,-0.000474,-0.026532,-0.131157,-0.700176,0.569019,-0.005879,0.000133,-0.006012,-1.168379,-2.350712,1.182332,-0.003449,0.000554,-0.004003,0.957329,1.570929,-0.613600,0.666141,0.700208,-0.034067,-0.435408,-0.012845,-0.422564,-0.014434,-0.007843,-0.006590,-0.409467,0.007268,-0.416735,-0.086203,-0.002717,-0.083486,-0.145891,0.001008,-0.146899,0.066929,0.000963,0.065966,-0.921204,0.001090,-0.922294,1.749810,0.000000,1.749810,-0.763833,0.000000,-0.763833,-1.344791,0.000000,-1.344791,-2.985442,0.000000,-2.985442,-0.348164,0.000000,-0.348164,2.337964,0.000000,2.337964,0.596395,0.000000,0.596395
0.069466,-0.031089,-0.002235,-0.028855,-0.131378,-0.700277,0.568899,-0.009854,-0.001424,-0.008430,-1.169430,-2.351029,1.181599,-0.004851,0.000838,-0.005689,0.958117,1.570904,-0.612787,0.657358,0.700212,-0.042854,-0.413112,-0.083741,-0.329371,-0.031915,0.009755,-0.041670,-0.415885,-0.096016,-0.319870,-0.132574,0.001352,-0.133925,-0.145334,0.021557,-0.166891,0.096954,-0.001173,0.098127,-0.903067,0.002584,-0.905651,1.935058,-7.363394,9.298451,-1.400254,1.827794,-3.228048,-0.972023,-10.727238,9.755216,-4.000000,0.422616,-4.422616,-0.300917,2.134232,-2.435150,2.943499,-0.221878,3.165378,1.185476,0.155168,1.030308
0.079760,-0.035244,-0.002235,-0.033009,-0.131785,-0.700277,0.568492,-0.014164,-0.001424,-0.012740,-1.171015,-2.351029,1.180014,-0.006345,0.000838,-0.007183,0.959264,1.570904,-0.611640,0.648141,0.700212,-0.052071,-0.395221,-0.083741,-0.311480,-0.046098,0.009755,-0.055853,-0.421306,-0.096016,-0.325290,-0.173505,0.001352,-0.174857,-0.145016,0.021557,-0.166573,0.124999,-0.001173,0.126172,-0.888804,0.002584,-0.891388,1.203850,0.000000,1.203850,-0.747244,0.000000,-0.747244,-0.926043,0.000000,-0.926043,-3.001670,0.000000,-3.001670,-0.406889,0.000000,-0.406889,2.393546,0.000000,2.393546,0.410310,0.000000,0.410310
0.089464,-0.039024,-0.002235,-0.036790,-0.132274,-0.700277,0.568004,-0.018273,-0.001424,-0.016850,-1.172841,-2.351029,1.178188,-0.007753,0.000838,-0.008591,0.960584,1.570904,-0.610320,0.639554,0.700212,-0.060658,-0.385002,-0.083741,-0.301261,-0.053674,0.009755,-0.063429,-0.425375,-0.096016,-0.329359,-0.200989,0.001352,-0.202341,-0.145172,0.021557,-0.166728,0.146215,-0.001173,0.147388,-0.881834,0.002584,-0.884418,0.512382,0.000000,0.512382,-0.130830,0.000000,-0.130830,-0.887503,0.000000,-0.887503,-1.858129,0.000000,-1.858129,-0.510345,0.000000,-0.510345,1.875955,0.000000,1.875955,-0.325996,0.000000,-0.325996
