time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,qddot_des_1,qddot_des_2,qddot_des_3,qddot_des_4,qddot_des_5,qddot_des_6,qddot_des_7,q_des_1,q_des_2,q_des_3,q_des_4,q_des_5,q_des_6,q_des_7,dq_des_1,dq_des_2,dq_des_3,dq_des_4,dq_des_5,dq_des_6,dq_des_7,ee_x,ee_y,ee_z,ee_x_des,ee_y_des,ee_z_des,vx_des,vy_des,vz_des,ax_des,ay_des,az_des,ex,ey,ez,ee_error_norm,s,s_dot,s_ddot,manipulability,lambda_sq,tau_des_1,tau_des_2,tau_des_3,tau_des_4,tau_des_5,tau_des_6,tau_des_7,tau_meas_1,tau_meas_2,tau_meas_3,tau_meas_4,tau_meas_5,tau_meas_6,tau_meas_7,qddot_norm,qddot_task_norm,qddot_null_norm,sat_joint_1,sat_joint_2,sat_joint_3,sat_joint_4,sat_joint_5,sat_joint_6,sat_joint_7,max_sat_ratio,num_saturated_joints,sync_pos_norm,sync_vel_norm
3.0103909040000003,-0.00017277612513921147,-0.7001273927081736,9.650767210449987e-05,-2.3507496274560964,0.000591727559734365,1.5709248841095198,0.7002012297617204,-0.00033548601632148634,-0.00020959092650433842,-0.0013519654477977736,-0.001634947917937057,0.0002725461376563219,-0.0006418193659176572,0.0008817096140320184,0.004999401103984723,0.006489553101009645,0.009038687958332238,0.018942636403815973,-0.0007470838160610648,-4.603428181937469e-05,-0.0016494557466499476,-0.00017333933085439597,-0.7001173031978187,8.654678980489834e-05,-2.350722340409341,0.000584512365893307,1.57092877142425,0.7001867491461089,0.00010972187692675527,0.0008129223370547401,-0.0008230471880594383,0.0021646094673310914,-0.00044278515140469836,0.0002767807770682897,-0.0008713354545573757,0.31981508174910755,0.00010090523493442102,0.4626988005763998,0.3198165868065271,9.915584511633403e-05,0.4627009604675013,2.1126806215033136e-08,1.5008993866724505e-08,7.79482358299681e-08,6.252060754735856e-06,4.44161510107704e-06,2.3067239845588487e-05,1.5050574195263344e-06,-1.7493898180869893e-06,2.159891101527478e-06,3.1608056160028697e-06,8.330078720541078e-10,8.233781354092424e-08,2.4366248614694532e-05,0.08047384454972234,0.0001,0.00812591277763107,-6.667701052261258,-0.5229976661108829,22.53862729369775,0.7138320447472224,2.0852172656476777,0.010687996100816556,0.23931586742401123,-6.361678123474121,-0.5770512223243713,22.497140884399414,0.6984741687774658,2.0215651988983154,-0.09629057347774506,0.022603332108963523,0.02255759392075819,0.0013681543362317923,0.0008332335173307872,0.0025104654162513137,0.002582482273809211,0.004735659100953993,4.394610682712146e-05,8.369869421704488e-06,9.70268086264675e-05,0.004735659100953993,0.0,7.221556539871764e-07,0.00024058009905308274
3.0201030010000003,-0.00017277612513921147,-0.7001273927081736,9.650767210449987e-05,-2.3507496274560964,0.000591727559734365,1.5709248841095198,0.7002012297617204,-0.00033548601632148634,-0.00020959092650433842,-0.0013519654477977736,-0.001634947917937057,0.0002725461376563219,-0.0006418193659176572,0.0008817096140320184,0.005008910870129049,0.006578804137694099,0.009060039302862567,0.019177948469808914,-0.0007313189056238295,-0.00019204624281873148,-0.0016247065953715737,-0.00017204856284626252,-0.7001096512877582,7.945471405416122e-05,-2.35070232536785,0.0005807021316472739,1.5709308901043773,0.7001794000458864,0.00013438707065493755,0.0008240598581384765,-0.0007650126679952775,0.00215731443024971,-0.00041480604957113944,0.00023039851050932328,-0.0008012197929986942,0.31981508174910755,0.00010090523493442102,0.4626988005763998,0.3198165883424235,9.915693625427225e-05,0.4627009661342554,1.5814261415157246e-07,1.123483361237906e-07,5.83473794249269e-07,2.3830482451414018e-05,1.69297508252739e-05,8.792356247121581e-05,1.5065933159363887e-06,-1.748298680148767e-06,2.1655578555934696e-06,3.164808449267777e-06,6.8188796035367276e-09,6.163315431757549e-07,9.287489082370594e-05,0.08047384454972234,0.0001,0.008142035168290021,-6.667724000559431,-0.522973740843629,22.5387772255404,0.7138369531223667,2.085235265235469,0.010687824037456982,0.23931586742401123,-6.361678123474121,-0.5770512223243713,22.497140884399414,0.6984741687774658,2.0215651988983154,-0.09629057347774506,0.02283548230910059,0.02279015303071766,0.0013681543362317923,0.0008348184783548415,0.0025449919294754735,0.0025885826579607335,0.0047944871174522286,4.301875915434291e-05,3.491749869431482e-05,9.557097619832787e-05,0.0047944871174522286,0.0,1.168182816661197e-06,0.0002287117915634402
3.030128726,-0.00017277612513921147,-0.7001273927081736,9.650767210449987e-05,-2.3507496274560964,0.000591727559734365,1.5709248841095198,0.7002012297617204,-0.00033548601632148634,-0.00020959092650433842,-0.0013519654477977736,-0.001634947917937057,0.0002725461376563219,-0.0006418193659176572,0.0008817096140320184,0.005025700603447972,0.006736379106586542,0.009097735643153606,0.01959339789041576,-0.000703485556409888,-0.00044983406318886373,-0.001581011341090097,-0.00017050403658110393,-0.7001017896945299,7.28427640215513e-05,-2.350682113372838,0.0005771205650179772,1.5709325616171625,0.700172646940971,0.0001586934755168503,0.000836395908814141,-0.0007077967099555655,0.002153804384367278,-0.00038704942744217496,0.00018239159076862272,-0.0007319130627262359,0.31981508174910755,0.00010090523493442102,0.4626988005763998,0.3198165937210279,9.916075734486597e-05,0.46270098597884146,5.364803446630522e-07,3.81128606033052e-07,1.979366686961992e-06,5.358439736334702e-05,3.806765126696377e-05,0.00019770187694119216,1.5119719203315896e-06,-1.7444775895550504e-06,2.185402441678974e-06,3.1788747978533875e-06,2.7780993894640606e-08,2.0908327618305786e-06,0.00020883526236287485,0.08047384454972234,0.0001,0.008170499657901956,-6.667764516361884,-0.5229315001774886,22.539041934011244,0.7138456189831727,2.0852670439642282,0.010687520255231706,0.23931586742401123,-6.361678123474121,-0.5770512223243713,22.497140884399414,0.6984741687774658,2.0215651988983154,-0.09629057347774506,0.02324872779790643,0.023204106962400932,0.0013681543362317923,0.0008376167672413287,0.0026059493642501133,0.0025993530409010304,0.00489834947260394,4.1381503318228704e-05,8.178801148888432e-05,9.300066712294687e-05,0.00489834947260394,0.0,1.6957512426322873e-06,0.0002349845348772791
3.04058407,-0.00017277612513921147,-0.7001273927081736,9.650767210449987e-05,-2.3507496274560964,0.000591727559734365,1.5709248841095198,0.7002012297617204,-0.00033548601632148634,-0.00020959092650433842,-0.0013519654477977736,-0.001634947917937057,0.0002725461376563219,-0.0006418193659176572,0.0008817096140320184,0.005051205203679735,0.006975744825613995,0.009154998618750708,0.020224490188776253,-0.0006612050489516485,-0.0008414290443743311,-0.0015146356595169912,-0.0001686791433425695,-0.7000936153027923,6.667599987201016e-05,-2.3506614533394865,0.0005737498014585851,1.570933741747287,0.7001664621242261,0.00018291063787334913,0.0008508362192501048,-0.0006507569363991794,0.0021561407215954544,-0.0003591196654487629,0.00013096701604508454,-0.000662566342658037,0.31981508174910755,0.00010090523493442102,0.4626988005763998,0.3198166074406307,9.917050408233955e-05,0.46270103659789014,1.3122096002072745e-06,9.322254220968679e-07,4.841452244803693e-06,9.686226796395254e-05,6.881329676576999e-05,0.00035737739199345867,1.5256915231187662e-06,-1.7347308520814712e-06,2.2360214903538456e-06,3.215092200575903e-06,8.125060417346184e-08,5.1140938336243385e-06,0.000377502745923419,0.08047384454972234,0.0001,0.008213738905039668,-6.667826062267644,-0.5228673341015319,22.539444041870762,0.713858782939462,2.0853153177371033,0.010687058792022844,0.23931586742401123,-6.361678123474121,-0.5770512223243713,22.497140884399414,0.6984741687774658,2.0215651988983154,-0.09629057347774506,0.02388428372636601,0.023840706294810103,0.0013681543362317923,0.0008418675339466225,0.0026985473213206944,0.002615713891071631,0.005056122547194063,3.889441464421462e-05,0.00015298709897715112,8.909621526570537e-05,0.005056122547194063,0.0,2.283606805516818e-06,0.0002444434820169896
3.050167961,-0.00017064562908789682,-0.7001295383542562,9.575661033761989e-05,-2.3507419160667027,0.0005900601528672729,1.5709225788288346,0.7001945877463328,0.0007437163189925999,-0.00026024387232662853,-0.0010364176555130555,-0.0015940776691416463,0.00022787185601740923,-0.0010377321765479,-0.0008498485335107725,-0.0023130077941975816,0.008366478655647169,0.005219456020769106,0.021005562817368626,-0.0019139341565865154,0.0015184496966855724,0.006619569990942836,-0.00016694322025231461,-0.7000860887143388,6.139014081122762e-05,-2.350642615077653,0.0005707868889753963,1.5709343626932462,0.7001612564019001,0.0001886787859011544,0.0008739349405279711,-0.0006216119506974553,0.002168100418361417,-0.00034845530447597325,8.881888869647772e-05,-0.0006111396354288671,0.3198155768950974,0.00010098963704312717,0.46270287282642814,0.319816631149935,9.918734774530503e-05,0.46270112407436087,2.473870408165547e-06,1.75749734272695e-06,9.127448419120413e-06,0.00014724220875487922,0.00010460442461731008,0.0005432562922825445,1.0542548376513139e-06,-1.8022892978221422e-06,-1.7487520672654355e-06,2.723570041052839e-06,1.736532257557783e-07,9.641451638203778e-06,0.0005738492324119646,0.08047427609360162,0.0001,0.001284880792582118,-6.666035247650689,-0.531441875385894,22.539583010010414,0.7131961845038882,2.0854939614829124,0.010711266034440071,0.23931586742401123,-6.361678123474121,-0.5532475113868713,22.421762466430664,0.6856567859649658,2.0151565074920654,-0.036781296133995056,0.02436415196309292,0.024319536965367348,0.0013956598937329334,0.00038550129903293026,0.003236548802958286,0.0014912731487911732,0.0052513907043421565,0.00011258436215214797,0.00027608176303374043,0.00038938647005546095,0.0052513907043421565,0.0,2.358449945747565e-06,0.00021102402630372312
3.0601226070000003,-0.00017064562908789682,-0.7001295383542562,9.575661033761989e-05,-2.3507419160667027,0.0005900601528672729,1.5709225788288346,0.7001945877463328,0.0007437163189925999,-0.00026024387232662853,-0.0010364176555130555,-0.0015940776691416463,0.00022787185601740923,-0.0010377321765479,-0.0008498485335107725,-0.0022727974779692805,0.008743873864464447,0.005309737836084983,0.022000556274859504,-0.0018472744668625563,0.0009010587733496856,0.006724217665379748,-0.00016511631625402347,-0.7000781710725018,5.6298214295390476e-05,-2.3506232356790937,0.0005678803063325402,1.5709345307344975,0.7001564620933851,0.00019480601644032879,0.0009001929967072197,-0.0005920324516808468,0.002188951689541865,-0.00033724332544004816,4.127007254117713e-05,-0.0005594154228043178,0.3198155768950974,0.00010098963704312717,0.46270287282642814,0.31981667339601,9.921736037827218e-05,0.4627012799430229,4.243855081213655e-06,3.0149372430878553e-06,1.5657880956150547e-05,0.00021013969011294452,0.0001492883158939708,0.0007753191824377476,1.096500912622922e-06,-1.7722766648549891e-06,-1.5928834052325591e-06,2.623081464773387e-06,3.382994771344623e-07,1.653963901666458e-05,0.0008189805144213129,0.08047427609360162,0.0001,0.001353051878335981,-6.666132273396259,-0.5313407097801152,22.540216975814243,0.7132169389255106,2.0855700708426506,0.010710538447782877,0.23931586742401123,-6.361678123474121,-0.5532475113868713,22.421762466430664,0.6856567859649658,2.0151565074920654,-0.036781296133995056,0.02536292892993824,0.02531988172993179,0.0013956598937329334,0.00037879957966154677,0.0033825430810307338,0.0015170679531671379,0.005500139068714876,0.00010866320393309155,0.000163828867881761,0.0003955422156105734,0.005500139068714876,0.0,2.9013466363786905e-06,0.00022052482985596066
3.070078054,-0.00017064562908789682,-0.7001295383542562,9.575661033761989e-05,-2.3507419160667027,0.0005900601528672729,1.5709225788288346,0.7001945877463328,0.0007437163189925999,-0.00026024387232662853,-0.0010364176555130555,-0.0015940776691416463,0.00022787185601740923,-0.0010377321765479,-0.0008498485335107725,-0.0022239583219257324,0.009202255325308982,0.005419393468760749,0.023209068052209215,-0.0017663100951884167,0.00015118027268357152,0.006851321965490214,-0.0001632643211440813,-0.7000701246758281,5.159166236710827e-05,-2.350603935737664,0.0005651428028518485,1.5709341853389382,0.7001522541999746,0.00020109084719215553,0.0009294820029607403,-0.0005628858394494529,0.0022201982340442307,-0.0003258225576521977,-1.1009526868425836e-05,-0.0005090596115866888,0.3198155768950974,0.00010098963704312717,0.46270287282642814,0.3198167400243372,9.926469475258561e-05,0.46270152577102475,6.692650479917359e-06,4.754620692915411e-06,2.46928140783029e-05,0.0002835373153262605,0.00020143176320191856,0.0010461227928488725,1.1631292398117665e-06,-1.72494229054156e-06,-1.3470554033889748e-06,2.4784781205415746e-06,5.9797103945921e-07,2.6083365450566677e-05,0.0011050341619840177,0.08047427609360162,0.0001,0.0014358519805755035,-6.666250120157297,-0.5312178347751335,22.540986986043553,0.7132421470942417,2.0856625127144213,0.010709654726349674,0.23931586742401123,-6.361678123474121,-0.5532475113868713,22.421762466430664,0.6856567859649658,2.0151565074920654,-0.036781296133995056,0.02660341103342177,0.026562151777162906,0.0013956598937329334,0.0003706597203209554,0.003559866663562469,0.0015483981339316426,0.005802267013052304,0.00010390059383461275,2.7487322306103914e-05,0.0004030189391464832,0.005802267013052304,0.0,3.345649398945827e-06,0.00022200095466073965
3.08016712,-0.00017236667337294483,-0.7001312508399834,9.048945048474913e-05,-2.3507475385438004,0.0005890658099207552,1.5709212821099041,0.7001974931032815,0.0007921048487815991,-0.0010597810208325198,-0.002059079853525583,0.0004372385109046465,-0.0005249217709062948,-0.0008833240180476296,2.5946389977862664e-05,0.001780089201727851,0.010576460530462637,0.011802286529132585,0.0007999378764546943,0.0032918941674900132,0.006074620729044697,0.005961474181026421,-0.00016099680181258738,-0.7000621600692533,4.718375464087961e-05,-2.3505856989951575,0.0005626170795444858,1.570933956430262,0.7001489661054968,0.00024795821123069304,0.000930456731536121,-0.0005252945221230664,0.0021379197430717338,-0.00030432944288396246,3.1818746967400557e-06,-0.00042495942082705873,0.31981414582987566,9.85016692790357e-05,0.46270074071362544,0.319816840636398,9.933617199284233e-05,0.46270189698343445,9.972386028090643e-06,7.084624112551262e-06,3.679353566238356e-05,0.0003683444448063673,0.0002616807981609131,0.0013590222468171749,2.6948065223186823e-06,8.345027138066305e-07,1.1562698090106238e-06,3.0488254858734383e-06,9.90087908380426e-07,3.8865527187671875e-05,0.0014355542388475666,0.08047393472002286,0.0001,0.008191085089662091,-6.64767120833304,-0.5215498774442024,22.518289343235633,0.7137487762139997,2.083125237301198,0.010677152839328581,0.26311957836151123,-6.337874412536621,-0.5254765152931213,22.473337173461914,0.6920654773712158,2.0279738903045654,-0.06333158910274506,0.018391325712498605,0.018031834357848543,0.003602044826851386,0.00029668153362130846,0.004091474093022297,0.003372081865466453,0.00019998446911367358,0.00019364083338176548,0.0011044764961899449,0.0003506749518250836,0.004091474093022297,0.0,3.917416672069302e-06,0.00017247164583988428
3.09013111,-0.00017236667337294483,-0.7001312508399834,9.048945048474913e-05,-2.3507475385438004,0.0005890658099207552,1.5709212821099041,0.7001974931032815,0.0007921048487815991,-0.0010597810208325198,-0.002059079853525583,0.0004372385109046465,-0.0005249217709062948,-0.0008833240180476296,2.5946389977862664e-05,0.001847597071790873,0.011210010485868267,0.011953850735700204,0.002470288912881823,0.0034038055114617785,0.0050381677525195975,0.006137154823243624,-0.00015836640828223545,-0.7000543824558338,4.3276010680163084e-05,-2.350568645442686,0.0005603796199308303,1.5709337694361405,0.700146570022318,0.0002925598509355796,0.0009374349079296854,-0.0004885335385076072,0.0020765795581818643,-0.00028309352527926783,6.71547445028801e-06,-0.00034439128389876023,0.31981414582987566,9.85016692790357e-05,0.46270074071362544,0.3198169811447072,9.943599249244336e-05,0.4627024153947225,1.4101610822919459e-05,1.0018125229052854e-05,5.202848337886515e-05,0.0004621220424324739,0.0003283026705480823,0.0017050186184848527,2.835314831528546e-06,9.343232134076591e-07,1.6746810970746928e-06,3.422941255396805e-06,1.5376930148048727e-06,5.495841589809369e-05,0.0018010350535558428,0.08047393472002286,0.0001,0.008305530727311508,-6.647834095989508,-0.5213800391106993,22.519353622004875,0.7137836183067008,2.0832530063459784,0.010675931442608677,0.26311957836151123,-6.337874412536621,-0.5254765152931213,22.473337173461914,0.6920654773712158,2.0279738903045654,-0.06333158910274506,0.018780535677778796,0.0184286923534753,0.003602044826851386,0.00030793284529847886,0.004336561116390045,0.0034153859244857726,0.0006175722282204557,0.00020022385361539874,0.0009160305004581086,0.00036100910724962495,0.004336561116390045,0.0,4.260691308005194e-06,0.0001689280466539027
3.100112579,-0.00017236667337294483,-0.7001312508399834,9.048945048474913e-05,-2.3507475385438004,0.0005890658099207552,1.5709212821099041,0.7001974931032815,0.0007921048487815991,-0.0010597810208325198,-0.002059079853525583,0.0004372385109046465,-0.0005249217709062948,-0.0008833240180476296,2.5946389977862664e-05,0.0019251176492430149,0.011937528008522692,0.012127894810905494,0.004388384932960405,0.0035323154466743332,0.003847988990141879,0.0063388922624359285,-0.00015536154403640741,-0.7000466144203918,3.979792349370525e-05,-2.3505522963702767,0.0005583926240620444,1.5709335082932416,0.7001449865345544,0.0003357473229288641,0.0009509665662194329,-0.00045190262322642436,0.002036380859245977,-0.00026166445188985214,-1.2123211416191783e-06,-0.0002657949676440379,0.31981414582987566,9.85016692790357e-05,0.46270074071362544,0.3198171730244875,9.957230852697034e-05,0.46270312334320335,1.9223601284087782e-05,1.3656911074610258e-05,7.092628157525806e-05,0.0005657751176879069,0.0004019403209786014,0.002087450978221402,3.0271946118154425e-06,1.0706392479346442e-06,2.382629577912798e-06,3.99838709013615e-06,2.2855089132712267e-06,7.492042488599166e-05,0.002205003712919619,0.08047393472002286,0.0001,0.00843695084039129,-6.648021142998657,-0.5211850105062658,22.520575753656853,0.7138236281476766,2.0833997259821135,0.010674528889410995,0.26311957836151123,-6.337874412536621,-0.5254765152931213,22.473337173461914,0.6920654773712158,2.0279738903045654,-0.06333158910274506,0.01949410768872867,0.01915543537261456,0.003602044826851386,0.00032085294154050246,0.004617999229602589,0.0034651128031158553,0.0010970962332401012,0.00020778326156907842,0.000699634361843978,0.00037287601543740755,0.004617999229602589,0.0,4.64448182424295e-06,0.00016878207430007184
